ID,Name,Age,OVA,Nationality,Club,BP,Team & Contract,Height,Weight,foot,Joined,Contract,Attacking,Heading Accuracy,Short Passing,Skill,Movement,Acceleration,Shot Power,Jumping,Stamina,Strength
198368,Tomás Pina,32,76,Spain,Deportivo Alavés,CM,Deportivo Alavés 2018 ~ 2021,"6'0""",172lbs,Right,"Aug 12, 2018",2018 ~ 2021,327,69,79,358,278,55,73,66,71,72
198511,Mika,28,68,Portugal,Os Belenenses,GK,Os Belenenses 2018 ~ 2023,"6'5""",198lbs,Left,"Jul 1, 2018",2018 ~ 2023,75,10,29,94,196,37,50,54,39,74
198513,Cláudio Ramos,28,77,Portugal,FC Porto,GK,FC Porto 2020 ~ 2024,"6'0""",172lbs,Right,"Aug 13, 2020",2020 ~ 2024,80,21,25,87,314,55,49,76,44,77
198614,Raúl Navas,32,73,Spain,CA Osasuna,CB,CA Osasuna 2020 ~ 2022,"6'1""",185lbs,Right,"Jul 1, 2020",2020 ~ 2022,270,76,68,244,245,37,72,76,30,73
198631,Rodri,30,68,Spain,Real Oviedo,ST,Real Oviedo 2020 ~ 2021,"5'9""",163lbs,Right,"Jan 24, 2020",2020 ~ 2021,315,63,55,289,379,78,77,87,56,68
198635,Wellington Silva,22,74,Brazil,Bolton Wanderers,RW,"Bolton Wanderers May 25, 2016 On Loan","5'7""",150lbs,Right,"Jan 6, 2011","May 25, 2016 On Loan",313,52,72,379,434,92,68,76,56,45
198706,Luis Alberto,27,85,Spain,Lazio,CAM,Lazio 2016 ~ 2025,"6'0""",163lbs,Right,"Aug 31, 2016",2016 ~ 2025,368,49,90,430,383,76,77,53,75,64
198715,Sergio León,31,74,Spain,Levante UD,ST,Levante UD 2019 ~ 2022,"5'10""",161lbs,Right,"Jul 1, 2019",2019 ~ 2022,349,70,68,337,370,77,80,73,67,63
198831,Vinícius,22,70,Brazil,Adanaspor,RW,Adanaspor 2017 ~ 2018,"5'11""",159lbs,Right,"Jan 10, 2017",2017 ~ 2018,324,51,68,312,365,76,73,64,72,60
198874,Adriano,32,65,Brazil,FC Seoul,ST,FC Seoul 2020 ~ 2020,"5'7""",150lbs,Right,"Feb 5, 2020",2020 ~ 2020,297,61,55,293,344,72,65,62,47,54
198899,João Pereira,29,60,Portugal,SønderjyskE,LB,SønderjyskE 2018 ~ 2020,"6'0""",174lbs,Left,"Aug 20, 2018",2018 ~ 2020,258,60,56,269,313,64,55,78,62,71
198950,Pablo Sarabia,28,81,Spain,Paris Saint-Germain,RW,Paris Saint-Germain 2019 ~ 2024,"5'9""",154lbs,Left,"Jul 2, 2019",2019 ~ 2024,368,61,83,404,383,74,76,31,71,57
199158,Sergio Álvarez,28,75,Spain,SD Eibar,CDM,SD Eibar 2018 ~ 2022,"6'0""",163lbs,Right,"Jul 26, 2018",2018 ~ 2022,303,57,73,321,321,61,80,70,89,73
199254,João Pedro,28,79,Brazil,Cagliari,CF,Cagliari 2014 ~ 2023,"6'0""",161lbs,Right,"Sep 1, 2014",2014 ~ 2023,367,66,78,377,361,74,77,77,75,57
199304,Danilo,28,79,Brazil,Juventus,RB,Juventus 2019 ~ 2024,"6'0""",172lbs,Right,"Aug 7, 2019",2019 ~ 2024,360,69,79,375,347,67,84,75,75,73
199354,Lucas Pérez,31,79,Spain,Deportivo Alavés,ST,Deportivo Alavés 2019 ~ 2022,"5'11""",161lbs,Left,"Jul 1, 2019",2019 ~ 2022,381,68,75,385,378,76,82,65,69,70
199416,Ibai Gómez,30,79,Spain,Athletic Club de Bilbao,RW,Athletic Club de Bilbao 2019 ~ 2022,"5'10""",159lbs,Right,"Jan 10, 2019",2019 ~ 2022,361,47,79,404,381,76,83,65,70,69
199490,Joselu,29,68,Spain,CD Tenerife,ST,CD Tenerife 2020 ~ 2022,"5'7""",152lbs,Right,"Aug 4, 2020",2020 ~ 2022,328,68,66,312,382,84,71,71,89,72
199491,Fran García,27,69,Spain,Albacete BP,LB,Albacete BP 2018 ~ 2021,"5'7""",154lbs,Left,"Jul 7, 2018",2018 ~ 2021,241,58,60,271,384,77,52,74,81,62
199493,Diego Mariño,30,74,Spain,Real Sporting de Gijón,GK,Real Sporting de Gijón 2016 ~ 2023,"6'2""",168lbs,Right,"Jul 1, 2016",2016 ~ 2023,112,20,36,98,287,48,52,76,35,67
199561,Nolito,33,76,Spain,RC Celta,LW,RC Celta 2020 ~ 2022,"5'9""",143lbs,Right,"Jun 18, 2020",2020 ~ 2022,349,56,75,380,359,69,73,61,57,62
199564,Sergi Roberto,28,83,Spain,FC Barcelona,RB,FC Barcelona 2013 ~ 2022,"5'10""",150lbs,Right,"Jul 1, 2013",2013 ~ 2022,352,72,84,376,377,75,65,43,92,69
199575,Jordi Masip,31,81,Spain,Real Valladolid CF,GK,Real Valladolid CF 2017 ~ 2022,"5'11""",150lbs,Right,"Jul 17, 2017",2017 ~ 2022,106,13,42,121,344,65,54,85,41,54
199576,Oriol Romeu,28,75,Spain,Southampton,CDM,Southampton 2015 ~ 2021,"6'0""",183lbs,Right,"Aug 12, 2015",2015 ~ 2021,243,69,77,301,267,50,60,65,69,79
199577,Sergi Gómez,28,77,Spain,Sevilla FC,CB,Sevilla FC 2018 ~ 2022,"6'1""",176lbs,Right,"Jul 25, 2018",2018 ~ 2022,271,77,77,296,306,63,45,80,67,77
199626,André André,30,75,Portugal,Vitória Guimarães,CM,Vitória Guimarães 2018 ~ 2021,"5'9""",154lbs,Right,"Jul 4, 2018",2018 ~ 2021,344,64,79,373,352,67,74,71,63,61
199663,Renato Neto,27,67,Brazil,KV Oostende,CB,KV Oostende 2019 ~ 2020,"6'1""",185lbs,Right,"Jul 1, 2019",2019 ~ 2020,318,70,72,331,213,34,73,35,31,84
199715,Vitolo,30,79,Spain,Atlético Madrid,LM,Atlético Madrid 2017 ~ 2022,"6'1""",174lbs,Right,"Jul 12, 2017",2017 ~ 2022,368,65,76,379,367,76,77,69,76,79
199737,Wilson Eduardo,29,76,Angola,Al Ain FC,RM,Al Ain FC 2020 ~ 2022,"5'10""",163lbs,Right,"Jul 16, 2020",2020 ~ 2022,374,66,73,373,372,76,83,68,70,69
199738,Fran Vélez,29,66,Spain,Panathinaikos FC,CB,Panathinaikos FC 2020 ~ 2022,"5'10""",165lbs,Right,"Jul 1, 2020",2020 ~ 2022,233,60,70,263,296,56,51,74,73,82
199739,Josué,27,76,Portugal,Akhisar Belediyespor,CAM,Akhisar Belediyespor 2018 ~ 2020,"5'9""",165lbs,Left,"Jul 18, 2018",2018 ~ 2020,343,57,75,380,365,66,82,52,71,61
199914,Allan,29,83,Brazil,Everton,CDM,Everton 2020 ~ 2023,"5'9""",163lbs,Right,"Sep 5, 2020",2020 ~ 2023,343,59,84,358,398,77,73,67,92,78
199935,Rômulo,29,76,Brazil,Shijiazhuang Ever Bright F.C.,CDM,Shijiazhuang Ever Bright F.C. 2020 ~ 2021,"6'1""",183lbs,Right,"Jan 17, 2020",2020 ~ 2021,332,76,77,325,337,73,73,80,82,74
200054,Pedro Obiang,28,76,Equatorial Guinea,Sassuolo,CDM,Sassuolo 2019 ~ 2023,"6'1""",165lbs,Right,"Jul 24, 2019",2019 ~ 2023,325,70,77,347,310,58,74,72,72,72
200145,Casemiro,28,89,Brazil,Real Madrid,CDM,Real Madrid 2013 ~ 2023,"6'1""",185lbs,Right,"Jul 11, 2013",2013 ~ 2023,349,80,84,369,343,60,88,87,90,91
200228,Bruno,30,74,Spain,Real Valladolid CF,CB,Real Valladolid CF 2020 ~ 2022,"6'1""",190lbs,Right,"Aug 11, 2020",2020 ~ 2022,208,77,64,243,205,34,62,62,62,86
200315,Cristian Tello,28,78,Spain,Real Betis,LM,Real Betis 2017 ~ 2022,"5'10""",143lbs,Right,"Jul 1, 2017",2017 ~ 2022,340,47,74,388,410,88,79,71,70,61
200438,Guilherme,29,74,Brazil,Trabzonspor,RM,Trabzonspor 2020 ~ 2022,"5'9""",154lbs,Left,"Feb 3, 2020",2020 ~ 2022,317,50,73,344,426,90,71,83,73,57
200446,Camilo,31,72,Brazil,Mazatlán FC,RW,Mazatlán FC 2020 ~ 2024,"5'7""",159lbs,Right,"Aug 10, 2020",2020 ~ 2024,352,68,65,363,379,76,77,86,70,67
200454,Paco Alcácer,26,81,Spain,Villarreal CF,ST,Villarreal CF 2020 ~ 2025,"5'9""",159lbs,Right,"Jan 30, 2020",2020 ~ 2025,379,78,78,381,405,79,82,67,62,63
200677,Pedro Mendes,29,77,Portugal,Montpellier HSC,CB,Montpellier HSC 2017 ~ 2021,"6'1""",172lbs,Right,"Jul 18, 2017",2017 ~ 2021,215,75,68,291,312,68,67,77,74,81
200724,Nacho Fernández,30,80,Spain,Real Madrid,CB,Real Madrid 2010 ~ 2021,"5'11""",168lbs,Right,"Aug 1, 2010",2010 ~ 2021,296,78,78,288,363,72,54,82,81,79
200735,Isaac Cuenca,29,69,Spain,Vegalta Sendai,RW,Vegalta Sendai 2020 ~ 2021,"5'10""",150lbs,Right,"Jan 4, 2020",2020 ~ 2021,287,30,66,352,354,75,66,57,45,65
200752,Juan Jesus,29,74,Brazil,Roma,CB,Roma 2012 ~ 2021,"6'1""",183lbs,Left,"Jan 30, 2012",2012 ~ 2021,229,74,58,249,341,72,62,83,69,73
200798,Marafona,33,73,Portugal,Alanyaspor,GK,Alanyaspor 2019 ~ 2021,"6'3""",190lbs,Right,"Jul 1, 2019",2019 ~ 2021,95,13,32,109,223,36,50,53,29,60
200818,Bruno Uvini,29,71,Brazil,Al Ittihad,CB,Al Ittihad 2020 ~ 2022,"6'2""",187lbs,Left,"Jan 13, 2020",2020 ~ 2022,216,74,61,237,205,32,63,69,80,88
200888,Danilo Pereira,28,82,Portugal,Portugal,CDM,FC Porto 2015 ~ 2022,"6'2""",183lbs,Right,"Jul 2, 2015",FC Porto 2015 ~ 2022,329,76,83,340,323,63,74,62,84,89
200949,Lucas Moura,27,83,Brazil,Tottenham Hotspur,RM,Tottenham Hotspur 2018 ~ 2024,"5'9""",154lbs,Right,"Jan 31, 2018",2018 ~ 2024,360,62,74,384,450,95,80,92,75,58
200962,André Martins,30,70,Portugal,Legia Warszawa,CAM,Legia Warszawa 2018 ~ 2022,"5'7""",134lbs,Right,"Sep 6, 2018",2018 ~ 2022,303,51,71,348,409,80,65,67,72,52
200984,Rafael Martins,28,74,Brazil,Vitória Guimarães,ST,Vitória Guimarães 2017 ~ 2020,"5'10""",161lbs,Right,"Jan 24, 2017",2017 ~ 2020,343,68,67,310,357,72,87,75,70,74
201119,Ismaily,30,81,Brazil,Shakhtar Donetsk,LB,Shakhtar Donetsk 2013 ~ 2023,"5'10""",190lbs,Left,"Feb 14, 2013",2013 ~ 2023,335,59,81,346,399,84,75,59,88,75
201305,Gabriel Paulista,29,82,Brazil,Valencia CF,CB,Valencia CF 2017 ~ 2022,"6'1""",159lbs,Right,"Aug 18, 2017",2017 ~ 2022,318,81,80,306,349,69,61,83,80,82
201315,Pablo,29,78,Brazil,FC Girondins de Bordeaux,CB,FC Girondins de Bordeaux 2015 ~ 2021,"6'2""",196lbs,Right,"Aug 31, 2015",2015 ~ 2021,277,81,65,281,301,40,68,76,68,83
201363,Ryder Matos,27,70,Brazil,Udinese,RW,Udinese 2016 ~ 2022,"5'11""",154lbs,Right,"Feb 1, 2016",2016 ~ 2022,317,62,68,329,361,74,68,84,71,64
201400,Rafinha,27,79,Brazil,FC Barcelona,CAM,FC Barcelona 2013 ~ 2021,"5'9""",157lbs,Left,"Jul 1, 2013",2013 ~ 2021,361,55,85,381,372,68,80,74,58,66
201403,Álvaro Vázquez,29,68,Spain,Real Sporting de Gijón,ST,Real Sporting de Gijón 2019 ~ 2022,"6'0""",174lbs,Right,"Jul 10, 2019",2019 ~ 2022,318,63,61,312,350,72,71,72,68,74
201505,David López,30,76,Spain,RCD Espanyol,CB,RCD Espanyol 2016 ~ 2023,"6'0""",179lbs,Right,"Aug 26, 2016",2016 ~ 2023,317,75,78,303,279,54,77,73,63,80
201509,Juankar,30,71,Spain,Panathinaikos FC,LB,Panathinaikos FC 2020 ~ 2022,"5'10""",154lbs,Left,"Sep 10, 2020",2020 ~ 2022,328,56,70,333,368,73,69,70,71,65
201893,Recio,29,74,Spain,SD Eibar,CM,"SD Eibar Jun 30, 2021 On Loan","6'0""",163lbs,Right,"Aug 31, 2018","Jun 30, 2021 On Loan",313,59,77,367,276,47,81,41,71,67
201931,Gabriel,27,76,Brazil,Lecce,GK,Lecce 2019 ~ 2021,"6'4""",198lbs,Right,"Jul 3, 2019",2019 ~ 2021,73,12,32,84,240,38,51,72,34,60
201942,Roberto Firmino,28,87,Brazil,Liverpool,CF,Liverpool 2015 ~ 2023,"5'11""",168lbs,Right,"Jul 6, 2015",2015 ~ 2023,400,75,87,403,416,78,82,81,88,74
201995,Felipe Anderson,27,81,Brazil,West Ham United,LM,West Ham United 2018 ~ 2022,"5'9""",154lbs,Right,"Jul 15, 2018",2018 ~ 2022,345,44,79,393,428,88,85,33,68,55
202054,Naldo,31,74,Brazil,Antalyaspor,CB,Antalyaspor 2020 ~ 2022,"6'2""",176lbs,Right,"Sep 25, 2020",2020 ~ 2022,222,76,63,252,219,31,60,76,61,80
202445,Rodrigo Ely,26,75,Brazil,Deportivo Alavés,CB,Deportivo Alavés 2017 ~ 2021,"6'2""",183lbs,Right,"Jul 21, 2017",2017 ~ 2021,208,73,64,199,271,53,52,72,55,91
202476,Javier Espinosa,26,70,Spain,FC Twente,CAM,FC Twente 2018 ~ 2020,"5'8""",148lbs,Right,"Aug 31, 2018",2018 ~ 2020,297,44,73,353,355,70,58,45,66,43
202493,Aleix Vidal,30,77,Spain,Sevilla FC,RM,Sevilla FC 2018 ~ 2022,"5'10""",154lbs,Right,"Aug 4, 2018",2018 ~ 2022,332,63,79,339,391,82,81,76,69,66
202501,David Juncà,26,72,Spain,RC Celta,LB,RC Celta 2018 ~ 2023,"5'9""",148lbs,Left,"Jul 2, 2018",2018 ~ 2023,292,69,72,300,356,70,61,75,85,70
202515,Jesé,27,72,Spain,Paris Saint-Germain,RW,Paris Saint-Germain 2016 ~ 2021,"5'10""",172lbs,Right,"Aug 8, 2016",2016 ~ 2021,313,49,71,364,356,73,73,71,53,68
202541,Jota,29,72,Spain,Aston Villa,RW,Aston Villa 2019 ~ 2021,"5'11""",154lbs,Left,"Jun 5, 2019",2019 ~ 2021,299,43,69,364,352,70,66,48,62,61
202642,Fernando,28,79,Brazil,Beijing Sinobo Guoan FC,CDM,Beijing Sinobo Guoan FC 2020 ~ 2022,"5'8""",146lbs,Right,"Feb 28, 2020",2020 ~ 2022,314,62,81,394,377,73,79,80,80,71
202646,Álex Martínez,29,74,Spain,Granada CF,LB,Granada CF 2017 ~ 2021,"5'9""",148lbs,Left,"Jul 1, 2017",2017 ~ 2021,300,59,72,344,341,73,77,70,89,55
202648,Sergi Darder,26,77,Spain,RCD Espanyol,CM,RCD Espanyol 2018 ~ 2023,"5'11""",157lbs,Right,"Jul 10, 2018",2018 ~ 2023,329,52,80,378,310,52,81,52,68,67
202651,Suso,26,81,Spain,Sevilla FC,CAM,Sevilla FC 2020 ~ 2025,"5'9""",154lbs,Left,"Jul 21, 2020",2020 ~ 2025,360,50,84,417,393,79,78,51,74,55
202672,Danilo Avelar,28,73,Brazil,Amiens SC,LB,"Amiens SC Jun 30, 2018 On Loan","6'1""",174lbs,Left,"Jun 17, 2015","Jun 30, 2018 On Loan",310,68,70,370,342,67,76,66,56,73
202801,Elton Monteiro,26,63,Portugal,FC Lausanne-Sport,CB,FC Lausanne-Sport 2015 ~ 2021,"6'4""",181lbs,Right,"Feb 2, 2015",2015 ~ 2021,199,58,55,210,320,77,54,67,65,77
203236,Juninho,30,65,Brazil,Club Blooming,LB,Club Blooming 2020 ~ 2024,"5'7""",141lbs,Left,"Jan 10, 2020",2020 ~ 2024,234,49,59,224,324,60,21,60,70,45
203239,Caio Secco,29,70,Brazil,Clube Sport Marítimo,GK,Clube Sport Marítimo 2020 ~ 2024,"6'4""",194lbs,Right,"Sep 2, 2020",2020 ~ 2024,97,12,37,97,243,44,47,54,30,63
203613,Gilberto,28,72,Brazil,Yeni Malatyaspor,ST,Yeni Malatyaspor 2018 ~ 2018,"5'10""",161lbs,Right,"Jan 31, 2018",2018 ~ 2018,333,74,61,322,333,67,79,81,68,73
203627,Joãozinho,28,78,Brazil,FC Krasnodar,CAM,FC Krasnodar 2011 ~ 2021,"5'5""",134lbs,Left,"Jan 1, 2011",2011 ~ 2021,355,63,77,379,438,89,73,77,73,31
203746,Jon Toral,25,67,Spain,Birmingham City,CAM,Birmingham City 2020 ~ 2021,"6'0""",170lbs,Left,"Aug 25, 2020",2020 ~ 2021,315,59,72,321,333,74,64,51,51,52
203757,Zé Luís,29,77,Cape Verde,FC Porto,ST,FC Porto 2019 ~ 2023,"6'0""",176lbs,Left,"Jul 5, 2019",2019 ~ 2023,345,82,65,318,363,77,80,90,75,83
203846,Kelvin,23,73,Brazil,FC Porto,LW,FC Porto 2011 ~ 2018,"5'8""",148lbs,Left,"Jan 1, 2011",2011 ~ 2018,324,58,64,363,406,86,72,52,59,37
203888,Eric Botteghin,32,73,Brazil,Feyenoord,CB,Feyenoord 2015 ~ 2021,"6'4""",196lbs,Right,"Aug 13, 2015",2015 ~ 2021,213,77,59,215,197,32,59,83,65,90
204099,Amido Baldé,26,65,Guinea Bissau,Clube Sport Marítimo,ST,Clube Sport Marítimo 2016 ~ 2019,"6'4""",205lbs,Right,"Aug 31, 2016",2016 ~ 2019,300,72,58,279,228,50,67,42,47,92
204277,Roque Mesa,31,77,Spain,Sevilla FC,CDM,Sevilla FC 2018 ~ 2021,"5'7""",163lbs,Right,"Jul 2, 2018",2018 ~ 2021,286,32,80,333,374,67,66,75,78,72
204280,Cristian Herrera,29,67,Spain,CD Lugo,ST,CD Lugo 2017 ~ 2021,"5'11""",168lbs,Left,"Jul 14, 2017",2017 ~ 2021,327,63,64,336,300,66,70,66,79,84
204341,Luís Neto,32,75,Portugal,Sporting CP,CB,Sporting CP 2019 ~ 2022,"6'1""",161lbs,Right,"Jul 1, 2019",2019 ~ 2022,257,78,64,258,322,58,42,83,64,73
204346,Fede Vico,25,74,Spain,Granada CF,CAM,Granada CF 2019 ~ 2021,"5'9""",154lbs,Left,"Jul 1, 2019",2019 ~ 2021,310,43,77,366,373,74,64,66,62,44
204347,Bernardo,26,67,Spain,Granada CF,CB,Granada CF 2019 ~ 2021,"6'3""",187lbs,Right,"Jan 9, 2019",2019 ~ 2021,214,69,65,222,209,30,56,76,53,87
204387,Juan Carlos,29,73,Spain,SD Huesca,CAM,SD Huesca 2019 ~ 2021,"6'0""",161lbs,Right,"Jul 31, 2019",2019 ~ 2021,316,49,76,357,345,71,58,58,72,58
204474,Dani Nieto,28,71,Spain,Independiente del Valle,CAM,Independiente del Valle 2019 ~ 2020,"5'9""",139lbs,Left,"Jul 22, 2019",2019 ~ 2020,271,26,72,347,408,86,56,77,71,62
204523,Rubén Pardo,27,72,Spain,CD Leganés,CM,"CD Leganés Jun 30, 2021 On Loan","5'11""",152lbs,Right,"Jan 31, 2020","Jun 30, 2021 On Loan",297,48,77,365,324,54,70,65,41,56
204525,Iñigo Martínez,29,80,Spain,Athletic Club de Bilbao,CB,Athletic Club de Bilbao 2018 ~ 2023,"6'0""",170lbs,Left,"Jan 30, 2018",2018 ~ 2023,273,71,72,330,349,69,81,91,72,80
204614,Mário Rui,29,79,Portugal,Napoli,LB,Napoli 2018 ~ 2025,"5'7""",148lbs,Left,"Jan 6, 2018",2018 ~ 2025,293,60,75,358,418,88,69,92,91,50
204737,Salvador Agra,28,66,Portugal,CD Tondela,RM,CD Tondela 2020 ~ 2022,"5'5""",132lbs,Right,"Aug 15, 2020",2020 ~ 2022,277,32,61,337,404,85,68,58,61,41
204757,Toño García,30,76,Spain,Levante UD,LB,Levante UD 2014 ~ 2023,"5'10""",152lbs,Left,"Aug 26, 2014",2014 ~ 2023,327,52,77,363,395,79,71,62,78,66
204863,Iván Sánchez,27,73,Spain,Birmingham City,RM,Birmingham City 2020 ~ 2023,"5'7""",141lbs,Left,"Aug 27, 2020",2020 ~ 2023,289,40,68,351,410,92,51,80,82,33
204966,Adrián Ortolá,26,71,Spain,CD Tenerife,GK,CD Tenerife 2019 ~ 2021,"6'2""",163lbs,Left,"Jul 12, 2019",2019 ~ 2021,104,16,45,142,280,49,56,72,43,54
205008,Adryan,24,71,Brazil,Kayserispor,CAM,"Kayserispor May 31, 2020 On Loan","5'9""",157lbs,Right,"Jul 10, 2017","May 31, 2020 On Loan",297,44,69,363,379,78,62,61,65,60
205069,Juan Bernat,27,83,Spain,Paris Saint-Germain,LB,Paris Saint-Germain 2018 ~ 2021,"5'7""",148lbs,Left,"Aug 31, 2018",2018 ~ 2021,350,57,82,368,419,82,64,74,79,57
205070,Portu,28,83,Spain,Real Sociedad,RW,Real Sociedad 2019 ~ 2024,"5'6""",146lbs,Right,"Jul 7, 2019",2019 ~ 2024,394,77,83,388,420,90,82,75,89,73
205185,Tiago Ilori,26,70,Portugal,Sporting CP,CB,Sporting CP 2019 ~ 2024,"6'3""",181lbs,Right,"Jan 29, 2019",2019 ~ 2024,225,67,56,228,312,68,43,73,65,71
205192,Denis Suárez,26,78,Spain,RC Celta,CAM,RC Celta 2019 ~ 2023,"5'9""",152lbs,Right,"Jul 1, 2019",2019 ~ 2023,342,49,79,393,389,75,74,58,66,55
205194,Ewerton,31,71,Brazil,Hamburger SV,CB,Hamburger SV 2019 ~ 2021,"6'2""",196lbs,Left,"Jul 1, 2019",2019 ~ 2021,265,71,67,252,257,33,53,82,52,79
205212,David Ferreiro,32,72,Spain,SD Huesca,RW,SD Huesca 2016 ~ 2021,"5'7""",139lbs,Right,"Jul 1, 2016",2016 ~ 2021,292,32,72,368,420,89,67,74,39,41
205215,Igor Rossi,31,72,Brazil,Al Faisaly,CB,Al Faisaly 2017 ~ 2022,"6'2""",172lbs,Left,"Jan 14, 2017",2017 ~ 2022,235,76,63,248,230,47,43,78,86,84
205288,Fernando,30,70,Spain,UD Almería,GK,UD Almería 2017 ~ 2022,"6'1""",187lbs,Right,"Jul 5, 2017",2017 ~ 2022,98,12,32,93,266,49,47,71,30,60
205340,Marcelo,30,68,Brazil,FC Paços de Ferreira,CB,FC Paços de Ferreira 2020 ~ 2021,"6'0""",163lbs,Right,"Jan 16, 2020",2020 ~ 2021,216,66,61,215,312,63,35,85,55,68
205425,Luís Leal,33,70,São Tomé &amp, Príncipe,70,70,Club Tijuana 2020 ~ 2020,"5'9""",154lbs,0,€1.9M,2020 ~ 2020,68,67,69,65,353,364,81,62,68
205427,Djaniny,28,77,Cape Verde,Al Ahli,ST,Al Ahli 2018 ~ 2022,"6'3""",172lbs,Right,"Jul 19, 2018",2018 ~ 2022,351,73,70,336,383,80,76,71,82,81
205498,Jorginho,28,83,Italy,Chelsea,CM,Chelsea 2018 ~ 2023,"5'11""",150lbs,Right,"Jul 16, 2018",2018 ~ 2023,351,56,89,403,341,61,71,58,85,66
205500,Rafinha,25,63,Portugal,Vitória de Setúbal,CAM,Vitória de Setúbal 2017 ~ 2020,"5'5""",128lbs,Right,"Jul 1, 2017",2017 ~ 2020,252,43,69,298,399,78,60,59,49,30
205512,André Micael,30,65,Portugal,FC Paços de Ferreira,CB,FC Paços de Ferreira 2019 ~ 2020,"6'2""",176lbs,Right,"Jul 8, 2019",2019 ~ 2020,203,63,52,183,223,34,42,70,49,78
205525,Bernard,27,78,Brazil,Everton,LM,Everton 2018 ~ 2022,"5'5""",132lbs,Right,"Aug 9, 2018",2018 ~ 2022,339,59,75,379,432,89,76,61,69,30
205551,Álvaro Lemos,27,71,Spain,UD Las Palmas,RB,UD Las Palmas 2018 ~ 2021,"5'9""",172lbs,Right,"Jul 2, 2018",2018 ~ 2021,307,61,65,317,382,83,59,78,84,68
205566,Alberto Moreno,27,77,Spain,Villarreal CF,LB,Villarreal CF 2019 ~ 2024,"5'7""",143lbs,Left,"Jul 9, 2019",2019 ~ 2024,312,61,74,326,412,82,80,86,76,59
205594,Dener,28,69,Brazil,Portimonense SC,CM,Portimonense SC 2015 ~ 2022,"6'2""",170lbs,Right,"Feb 2, 2015",2015 ~ 2022,315,68,72,330,329,67,76,59,79,74
205598,André Sousa,29,68,Portugal,Gazişehir Gaziantep F.K.,CM,Gazişehir Gaziantep F.K. 2020 ~ 2021,"5'11""",172lbs,Left,"Jan 25, 2020",2020 ~ 2021,321,55,70,360,325,67,80,67,72,74
205669,Luís Martins,28,69,Portugal,Sporting Kansas City,LB,Sporting Kansas City 2019 ~ 2021,"5'9""",150lbs,Left,"Aug 1, 2019",2019 ~ 2021,301,49,70,349,351,72,80,59,68,54
206098,Patric,27,73,Spain,Lazio,CB,Lazio 2015 ~ 2022,"6'0""",159lbs,Right,"Jul 1, 2015",2015 ~ 2022,286,69,74,294,340,69,63,66,64,68
206219,Juan Cruz,27,71,Spain,CA Osasuna,LB,CA Osasuna 2020 ~ 2023,"5'11""",174lbs,Left,"Aug 30, 2020",2020 ~ 2023,261,63,65,272,345,76,57,69,76,71
206238,Iván López,25,71,Spain,Levante UD,RB,Levante UD 2012 ~ 2020,"5'9""",152lbs,Right,"Jul 1, 2012",2012 ~ 2020,309,64,72,319,355,72,67,66,53,67
206407,João Pereira,36,74,Portugal,Trabzonspor,RB,Trabzonspor 2017 ~ 2021,"5'8""",146lbs,Right,"Jan 4, 2017",2017 ~ 2021,315,57,73,349,364,68,68,75,75,56
206590,Moi Gómez,26,77,Spain,Villarreal CF,LM,Villarreal CF 2019 ~ 2025,"5'9""",157lbs,Right,"Jul 18, 2019",2019 ~ 2025,348,54,80,373,361,69,74,64,76,54
206651,Roberto Torres,31,77,Spain,CA Osasuna,RM,CA Osasuna 2011 ~ 2021,"5'10""",159lbs,Right,"Dec 1, 2011",2011 ~ 2021,350,52,77,388,348,69,82,63,76,69
206652,Sergio Rico,26,77,Spain,Paris Saint-Germain,GK,Paris Saint-Germain 2020 ~ 2024,"6'5""",198lbs,Right,"Sep 5, 2020",2020 ~ 2024,85,11,28,96,273,48,58,63,36,52
206654,Pablo Marí,26,75,Spain,Arsenal,CB,Arsenal 2020 ~ 2024,"6'4""",192lbs,Left,"Jul 27, 2020",2020 ~ 2024,249,82,69,221,265,54,53,75,72,86
207465,Felipe,29,70,Brazil,DC United,CDM,DC United 2019 ~ 2020,"5'9""",154lbs,Right,"Aug 6, 2019",2019 ~ 2020,305,38,74,349,328,60,73,47,81,66
207566,William Carvalho,28,80,Portugal,Real Betis,CDM,Real Betis 2018 ~ 2023,"6'2""",174lbs,Right,"Jul 13, 2018",2018 ~ 2023,322,71,81,356,257,41,71,70,81,91
207651,Dolly Menga,26,64,Angola,Livingston FC,ST,Livingston FC 2018 ~ 2020,"5'11""",161lbs,Left,"Aug 27, 2018",2018 ~ 2020,293,59,58,258,373,83,66,78,55,72
207676,Rafael Silva,28,73,Brazil,Wuhan Zall,RW,Wuhan Zall 2018 ~ 2020,"5'10""",161lbs,Right,"Jan 17, 2018",2018 ~ 2020,343,65,72,318,373,82,71,66,70,71
207707,Marçal,31,76,Brazil,Wolverhampton Wanderers,LB,Wolverhampton Wanderers 2020 ~ 2022,"5'10""",159lbs,Left,"Sep 6, 2020",2020 ~ 2022,304,62,75,337,364,75,73,74,71,71
207733,Filipe Augusto,26,75,Brazil,Rio Ave FC,CM,Rio Ave FC 2019 ~ 2021,"6'0""",170lbs,Left,"Jan 30, 2019",2019 ~ 2021,308,55,78,364,345,66,77,68,86,70
207734,Paulinho,25,69,Brazil,Hebei China Fortune FC,CAM,Hebei China Fortune FC 2020 ~ 2022,"5'6""",128lbs,Left,"Jan 9, 2020",2020 ~ 2022,347,62,73,359,382,71,73,73,65,65
