Name,season,market_val,ID
Alan Empereur,2020,1000000,227705
Léo Duarte,2020,1900000,233926
Dodô,2020,1000000,193571
João Mário,2021,12000000,212814
Dalbert,2021,4000000,229148
Junior Messias,2021,5000000,240938
Diogo Dalot,2021,10000000,234574
Cristiano Ronaldo,2021,45000000,20801
Juan Jesus,2021,2000000,200752
Felipe Anderson,2021,10000000,201995
Pedro,2021,5000000,189505
Raúl Moro,2021,3000000,258139
Andreas Pereira,2021,8000000,208450
Rui Patrício,2021,10000000,178005
Pau López,2021,10000000,221087
Bruno Peres,2021,2500000,210282
Juan Jesus,2021,2000000,200752
Pedro,2021,5000000,189505
Marlon,2021,10000000,215703
Kaique Rocha,2021,800000,253146
Alan Empereur,2021,1000000,227705
Lucas Felippe,2021,150000,257160
Ronaldo Vieira,2021,5000000,233943
Hernani,2021,5000000,225475
Jandrei,2021,1000000,238013
Danilo,2021,600000,166072
Beto,2021,6500000,182629
Ryder Matos,2021,1000000,201363
Felipe Vizeu,2021,1200000,233299
Igor,2021,5000000,241585
Pol Lirola,2021,9000000,235875
Tòfol Montiel,2021,400000,252922
Igor,2021,5000000,241585
Rafael,2021,200000,140082
Dalbert,2021,4000000,229148
Lyanco,2021,5000000,230672
Ryder Matos,2021,1000000,201363
Simy,2021,6000000,219496
Felipe Curcio,2021,350000,242269
André Anderson,2021,2000000,245639
Thiago Neves,2009,600000,185000
Thiago Neves,2009,600000,185000
Wellington,2009,450000,184845
Henrique,2009,400000,229686
Diego,2009,1300000,136138
Breno,2009,200000,180955
Breno,2009,200000,180955
Breno,2010,200000,180955
Rafinha,2010,1000000,168607
Diego,2010,1300000,136138
Wesley,2010,400000,232381
Breno,2010,200000,180955
Wellington,2010,450000,184845
Wellington,2010,450000,184845
Wellington,2010,450000,184845
Luiz Gustavo,2010,3600000,185221
Danilo Avelar,2010,1200000,202672
Roberto Firmino,2010,40000000,201942
Wellington,2010,450000,184845
Luiz Gustavo,2010,3600000,185221
Wellington,2010,450000,184845
Rafinha,2011,1000000,168607
Danilo Avelar,2011,1200000,202672
Diego,2011,1300000,136138
Wellington,2011,450000,184845
Wesley,2011,400000,232381
Wellington,2011,450000,184845
Wellington,2011,450000,184845
Javi Martínez,2012,4500000,177610
Dante,2012,1000000,158625
Breno,2012,200000,180955
Carlinhos,2012,800000,209828
Caio,2012,325000,198128
Dante,2012,1000000,158625
Diego,2012,1300000,136138
Joselu,2012,6000000,173608
Wellington,2012,450000,184845
Wellington,2012,450000,184845
Renato Augusto,2012,5000000,169195
Carlinhos,2012,800000,209828
Thiago,2013,25000000,189509
Luiz Gustavo,2013,3600000,185221
Carlinhos,2013,800000,209828
Carlinhos,2013,800000,209828
Joselu,2013,6000000,173608
Marcelo,2013,2000000,176676
Luiz Gustavo,2013,3600000,185221
Joselu,2013,6000000,173608
Diego,2013,1300000,136138
Juan Bernat,2014,13000000,205069
Wendell,2014,6500000,216466
Joselu,2014,6000000,173608
Joselu,2014,6000000,173608
Joselu,2014,6000000,173608
Joselu,2014,6000000,173608
Oriol Romeu,2014,6000000,199576
Deyverson,2014,2800000,215421
Douglas Costa,2015,6000000,190483
Dante,2015,1000000,158625
Dante,2015,1000000,158625
André Ramalho,2015,3500000,210007
Joelinton,2015,17000000,223334
Felipe Pires,2015,800000,226706
Roberto Firmino,2015,40000000,201942
Felipe Pires,2015,800000,226706
Deyverson,2015,2800000,215421
Joselu,2015,6000000,173608
Oriol Romeu,2015,6000000,199576
Bruno Henrique,2015,4500000,230885
Marcelo,2015,2000000,176676
Renato Sanches,2016,30000000,230767
André Ramalho,2016,3500000,210007
Coke,2016,800000,172316
José Rodríguez,2016,800000,210111
André Ramalho,2016,3500000,210007
Allan,2016,3500000,199914
Borja Mayoral,2016,14000000,228635
Dante,2016,1000000,158625
Douglas Santos,2016,16000000,210822
Felipe Pires,2016,800000,226706
Joelinton,2016,17000000,223334
Felipe Pires,2016,800000,226706
Omar Mascarell,2016,3500000,208620
Bernardo,2016,4000000,204347
José Rodríguez,2016,800000,210111
Bruno Henrique,2016,4500000,230885
Renato Sanches,2017,30000000,230767
Douglas Costa,2017,6000000,190483
Bruma,2017,5000000,211368
Jorge Meré,2017,3500000,223033
João Queirós,2017,100000,239949
Allan,2017,3500000,199914
André Ramalho,2017,3500000,210007
José Rodríguez,2017,800000,210111
José Rodríguez,2017,800000,210111
André Ramalho,2017,3500000,210007
William,2017,4000000,180250
Luiz Gustavo,2017,3600000,185221
Borja Mayoral,2017,14000000,228635
Jonathas,2017,900000,189169
Sergio Gómez,2017,3000000,241811
Coke,2017,800000,172316
André Ramalho,2017,3500000,210007
Douglas Costa,2018,6000000,190483
Renato Sanches,2018,30000000,230767
Douglas Costa,2018,6000000,190483
Juan Bernat,2018,13000000,205069
Omar Mascarell,2018,3500000,208620
Coke,2018,800000,172316
Coke,2018,800000,172316
Felipe Pires,2018,800000,226706
Joelinton,2018,17000000,223334
Paco Alcácer,2018,15000000,200454
Paulinho,2018,13000000,187961
Matheus Cunha,2018,30000000,240243
Bernardo,2018,4000000,204347
Lucas Torró,2018,2200000,208137
Gonçalo Paciência,2018,5000000,216452
Allan,2018,3500000,199914
Omar Mascarell,2018,3500000,208620
Jonathas,2018,900000,189169
José Rodríguez,2018,800000,210111
José Rodríguez,2018,800000,210111
Matheus Pereira,2018,15000000,228414
Lucas Ribeiro,2018,2000000,244311
Felipe Pires,2018,800000,226706
Tuta,2018,6000000,247182
Allan,2018,3500000,199914
Jonathas,2018,900000,189169
Renato Sanches,2019,30000000,230767
Rafinha,2019,1000000,168607
Paco Alcácer,2019,15000000,200454
Sergio Gómez,2019,3000000,241811
Paco Alcácer,2019,15000000,200454
Bruma,2019,5000000,211368
João Victor,2019,3000000,240046
Paulo Otávio,2019,8000000,208001
André Silva,2019,40000000,228941
Tuta,2019,6000000,247182
Felipe Pires,2019,800000,226706
Joelinton,2019,17000000,223334
Felipe Pires,2019,800000,226706
José Rodríguez,2019,800000,210111
José Rodríguez,2019,800000,210111
Iago,2019,5000000,224537
João Queirós,2019,100000,239949
João Queirós,2019,100000,239949
Paco Alcácer,2019,15000000,200454
Dani Olmo,2019,50000000,244260
Angeliño,2019,35000000,220651
Matheus Cunha,2019,30000000,240243
Felipe Pires,2019,800000,226706
Felipe Pires,2019,800000,226706
Zanka,2019,1500000,183491
Matheus Cunha,2019,30000000,240243
Marc Roca,2020,8000000,235945
Douglas Costa,2020,6000000,190483
Thiago,2020,25000000,189509
Douglas Costa,2020,6000000,190483
Reinier,2020,16000000,254544
Josep Martínez,2020,2500000,243311
Famana Quizera,2020,200000,256732
Felipe Pires,2020,800000,226706
Felipe Pires,2020,800000,226706
Lucas Ribeiro,2020,2000000,244311
André Silva,2020,40000000,228941
Jabez Makanda,2020,100000,257079
Tuta,2020,6000000,247182
Lucas Torró,2020,2200000,208137
Gonçalo Paciência,2020,5000000,216452
André Silva,2020,40000000,228941
Gonçalo Paciência,2020,5000000,216452
João Queirós,2020,100000,239949
Dudu,2020,300000,192693
William,2020,4000000,180250
William,2020,4000000,180250
Javi Martínez,2021,4500000,177610
André Silva,2021,40000000,228941
Angeliño,2021,35000000,220651
Angeliño,2021,35000000,220651
Sergio Gómez,2021,3000000,241811
Sergio Gómez,2021,3000000,241811
William,2021,4000000,180250
João Victor,2021,3000000,240046
Gonçalo Paciência,2021,5000000,216452
André Silva,2021,40000000,228941
Jabez Makanda,2021,100000,257079
Wendell,2021,6500000,216466
Famana Quizera,2021,200000,256732
Matheus Cunha,2021,30000000,240243
João Queirós,2021,100000,239949
Lucas Ribeiro,2021,2000000,244311
Gervinho,2009,1500000,170733
Gervinho,2009,1500000,170733
Luan,2009,725000,222446
Nenê,2009,750000,146692
Nenê,2010,750000,146692
Luan,2010,725000,222446
Nenê,2010,750000,146692
Johnathan,2010,550000,192270
André,2010,750000,194963
Raúl Fernández,2010,125000,186680
Raúl Fernández,2010,125000,186680
Gil,2011,2700000,193869
Pedrinho,2011,50000,137823
Gervinho,2011,1500000,170733
André,2011,750000,194963
Raúl Fernández,2011,125000,186680
Luan,2011,725000,222446
Luan,2011,725000,222446
Mariano,2011,700000,184949
Ryan Mendes,2012,2500000,194847
Thiago Silva,2012,3000000,164240
Gil,2012,2700000,193869
Lucas Moura,2012,25000000,200949
Nenê,2012,750000,146692
Raúl Fernández,2012,125000,186680
Marquinhos,2013,75000000,207865
Miguel Lopes,2013,100000,188840
Nélson Oliveira,2013,2000000,189303
João Moutinho,2013,4000000,162347
Borja López,2013,500000,212129
Fabinho,2013,60000000,209499
Borja López,2013,500000,212129
Tiago Ilori,2014,1000000,205185
Miguel Lopes,2014,100000,188840
Bernardo Silva,2014,70000000,218667
Wallace,2014,2500000,188370
Borja López,2014,500000,212129
Carlos Eduardo,2014,2500000,192708
David Luiz,2014,4000000,179944
Mexer,2014,1200000,196801
Pedro Henrique,2014,1500000,207929
Nélson Oliveira,2014,2000000,189303
Rony Lopes,2014,6000000,212692
Bernardo Silva,2014,70000000,218667
Borja López,2014,500000,212129
Bernardo Silva,2014,70000000,218667
Adama Traoré,2014,4200000,213956
Sergi Darder,2015,7000000,202648
Rafael,2015,2700000,140082
Ivan Cavaleiro,2015,7000000,212267
Adama Traoré,2015,4200000,213956
Rony Lopes,2015,6000000,212692
Gabriel Boschilia,2015,3000000,221701
Fabinho,2015,60000000,209499
Gil Dias,2015,3000000,229453
Hélder Costa,2015,8000000,221743
Fábio Coentrão,2015,400000,171688
Borja López,2015,500000,212129
Borja López,2015,500000,212129
Fabinho,2015,60000000,209499
Lucas Silva,2015,2000000,209749
Pablo,2015,9000000,201315
Mariano,2015,700000,184949
Tiago Ilori,2015,1000000,205185
Adama Traoré,2015,4200000,213956
Ryan Mendes,2015,2500000,194847
Rony Lopes,2015,6000000,212692
Pedro Mendes,2015,6000000,200677
Ricardo Pereira,2015,30000000,210243
Carlos Eduardo,2015,2500000,192708
Adryan,2015,500000,205008
Pedrinho,2015,50000,137823
Somália,2015,750000,213556
Jemerson,2015,2500000,215792
Vágner Love,2015,750000,137809
Borja López,2015,500000,212129
Borja López,2015,500000,212129
Gil Dias,2015,3000000,229453
Rony Lopes,2015,6000000,212692
Gabriel Boschilia,2015,3000000,221701
Malcom,2015,22000000,222737
Rony Lopes,2015,6000000,212692
Éder,2015,700000,178311
Jesé,2016,1500000,202515
David Luiz,2016,4000000,179944
Gabriel Boschilia,2016,3000000,221701
Gil Dias,2016,3000000,229453
Ivan Cavaleiro,2016,7000000,212267
Vágner Love,2016,750000,137809
Gil Dias,2016,3000000,229453
Fábio Coentrão,2016,400000,171688
Hélder Costa,2016,8000000,221743
Wallace,2016,2500000,188370
Dante,2016,1000000,158625
Dalbert,2016,4000000,229148
Éder,2016,700000,178311
Ryan Mendes,2016,2500000,194847
Éder,2016,700000,178311
Lucas Silva,2016,2000000,209749
Diego Carlos,2016,45000000,219693
Lucas Lima,2016,3200000,207924
Adryan,2016,500000,205008
Cafú,2016,1200000,218623
Marçal,2016,1800000,207707
André Santos,2016,200000,164299
Daniel Candeias,2016,500000,189468
Gonçalo Guedes,2016,25000000,224411
Jesé,2016,1500000,202515
Jorge,2016,3200000,229712
Adama Traoré,2016,4200000,213956
Gabriel,2016,25000000,201931
Xeka,2016,8000000,236639
Ryan Mendes,2016,2500000,194847
Jorginho,2016,600000,205498
Pedro Henrique,2016,1500000,207929
Pablo,2016,9000000,201315
Sérgio Oliveira,2016,17000000,198031
Danilo Avelar,2017,1200000,202672
Nathan,2017,2000000,222060
Otávio,2017,7000000,210411
Matheus Pereira,2017,500000,228414
Xeka,2017,8000000,236639
Pedro Rebocho,2017,1500000,234930
Marçal,2017,1800000,207707
Thiago Maia,2017,3000000,225945
Luiz Araújo,2017,10000000,234128
Thiago Mendes,2017,15000000,213874
Xeka,2017,8000000,236639
Edgar Ié,2017,5500000,210520
Xeka,2017,8000000,236639
Gabriel,2017,25000000,201931
Éder,2017,700000,178311
Xeka,2017,8000000,236639
Rony Lopes,2017,6000000,212692
Marcelo,2017,2000000,176676
Marçal,2017,1800000,207707
Sergi Darder,2017,7000000,202648
Luiz Gustavo,2017,3600000,185221
Cafú,2017,1200000,218623
Jordi Mboula,2017,1000000,239441
Rúben Vinagre,2017,5000000,235172
Gil Dias,2017,3000000,229453
Adama Traoré,2017,4200000,213956
Rony Lopes,2017,6000000,212692
Bernardo Silva,2017,70000000,218667
Rúben Vinagre,2017,5000000,235172
Gil Dias,2017,3000000,229453
Pedro Mendes,2017,6000000,200677
Andrei Girotto,2017,3500000,226515
Sérgio Oliveira,2017,17000000,198031
Marlon,2017,10000000,215703
Dalbert,2017,4000000,229148
Ricardo Pereira,2017,30000000,210243
Yuri Berchiche,2017,8000000,183512
Dani Alves,2017,1000000,146530
Jesé,2017,1500000,202515
Jesé,2017,1500000,202515
Gonçalo Guedes,2017,25000000,224411
Brandon Thomas,2017,600000,212261
Pedro Mendes,2017,6000000,200677
Gabriel Silva,2017,1500000,197688
Jorginho,2017,600000,205498
Hernani,2017,5000000,225475
Jorginho,2017,600000,205498
Jorginho,2017,600000,205498
Gabriel,2017,25000000,201931
Nathan,2017,2000000,222060
Pablo,2017,9000000,201315
Matheus Pereira,2017,500000,228414
Gabriel,2017,25000000,201931
Gabriel,2017,25000000,201931
Gabriel,2017,25000000,201931
Cafú,2017,1200000,218623
Lucas Moura,2017,25000000,200949
Gabriel,2017,25000000,201931
Ganso,2018,800000,187688
Danilo Avelar,2018,1200000,202672
Cristian López,2018,200000,219641
Sergi Palencia,2018,2800000,228321
Malcom,2018,22000000,222737
Xeka,2018,8000000,236639
Rafael Leão,2018,25000000,241721
José Fonte,2018,1500000,171791
Rui Fonte,2018,2000000,183518
Xeka,2018,8000000,236639
Éder,2018,700000,178311
Éder,2018,700000,178311
Sergi Darder,2018,7000000,202648
Sergi Darder,2018,7000000,202648
Pelé,2018,1500000,194020
Gil Dias,2018,3000000,229453
Rúben Vinagre,2018,5000000,235172
Fabinho,2018,60000000,209499
João Moutinho,2018,4000000,162347
Rúben Vinagre,2018,5000000,235172
Gabriel Boschilia,2018,3000000,221701
Gil Dias,2018,3000000,229453
Jorge,2018,3200000,229712
Lucas Evangelista,2018,2500000,215559
Fábio,2018,1800000,189680
Gabriel Boschilia,2018,3000000,221701
Marlon,2018,10000000,215703
Juan Bernat,2018,13000000,205069
Gonçalo Guedes,2018,25000000,224411
Jesé,2018,1500000,202515
Gonçalo Guedes,2018,25000000,224411
Yuri Berchiche,2018,8000000,183512
Brandon Thomas,2018,600000,212261
Jorginho,2018,600000,205498
Jorginho,2018,600000,205498
Hernani,2018,5000000,225475
Somália,2018,750000,213556
Ganso,2018,800000,187688
Edgar Ié,2018,5500000,210520
Cesc Fàbregas,2018,5000000,162895
Gelson Martins,2018,18000000,227055
Adrien Silva,2018,3000000,184826
Gil Dias,2018,3000000,229453
Jorge,2018,3200000,229712
Adama Traoré,2018,4200000,213956
Pelé,2018,1500000,194020
Jorge,2018,3200000,229712
Gil Dias,2018,3000000,229453
Edgar Ié,2018,5500000,210520
Jesé,2018,1500000,202515
Moreto Cassamá,2018,3500000,241071
Cristian López,2019,200000,219641
Mexer,2019,1200000,196801
Sergi Palencia,2019,2800000,228321
Mama Baldé,2019,4000000,237960
Matheus Pereira,2019,500000,228414
Renato Sanches,2019,30000000,230767
Tiago Djaló,2019,5000000,252339
Edgar Ié,2019,5500000,210520
Rafael Leão,2019,25000000,241721
Thiago Mendes,2019,15000000,213874
Edgar Ié,2019,5500000,210520
Rui Fonte,2019,2000000,183518
Thiago Mendes,2019,15000000,213874
Jean Lucas,2019,8000000,251217
Luiz Gustavo,2019,3600000,185221
Adama Traoré,2019,4200000,213956
Adama Traoré,2019,2500000,213956
Cafú,2019,1200000,218623
Adama Traoré,2019,2500000,213956
Cafú,2019,1200000,218623
Gelson Martins,2019,18000000,227055
Gil Dias,2019,3000000,229453
Gabriel Boschilia,2019,3000000,221701
Pelé,2019,1500000,194020
Adama Traoré,2019,4200000,213956
Rony Lopes,2019,6000000,212692
Jordi Mboula,2019,1000000,239441
Adama Traoré,2019,4200000,213956
Pelé,2019,1500000,194020
Gelson Martins,2019,18000000,227055
Diego Carlos,2019,45000000,219693
Lucas Lima,2019,3200000,207924
Lucas Evangelista,2019,2500000,215559
Edgar Ié,2019,5500000,210520
Gabriel Boschilia,2019,3000000,221701
Pablo Sarabia,2019,25000000,198950
Ander Herrera,2019,13000000,191740
Sergio Rico,2019,5000000,206652
Jesé,2019,1500000,202515
Jesé,2019,1500000,202515
Dani Alves,2019,1000000,146530
Sergio Rico,2019,5000000,206652
Raphinha,2019,32000000,233419
Brandon Thomas,2019,600000,212261
Brandon Thomas,2019,600000,212261
Mexer,2019,1200000,196801
Sergi Palencia,2019,2800000,228321
Vagner,2019,3500000,241923
Jorginho,2019,600000,205498
Jorginho,2019,600000,205498
Vagner,2019,3500000,241923
Rubén Pardo,2019,2400000,204523
Matheus Pereira,2019,500000,228414
Thiago Maia,2019,3000000,225945
Bruno Guimarães,2019,30000000,247851
Camilo,2019,1300000,200446
Jamiro Monteiro,2019,3000000,231150
Jamiro Monteiro,2019,3000000,231150
Adama Traoré,2019,2500000,213956
Jordi Mboula,2019,1000000,239441
Jorge,2019,3200000,229712
Gabriel Boschilia,2019,3000000,221701
Jordi Mboula,2019,1000000,239441
Gil Dias,2019,3000000,229453
Jesé,2019,1500000,202515
Sergio Rico,2020,5000000,206652
Danilo Pereira,2020,16000000,200888
Rafinha,2020,12000000,168607
Thiago Silva,2020,3000000,164240
Luis Henrique,2020,7000000,182938
Dalbert,2020,4000000,229148
Raphinha,2020,32000000,233419
Gabriel,2020,25000000,201931
Robson Bambu,2020,3500000,256343
Rony Lopes,2020,6000000,212692
Pedro Brazão,2020,1200000,248572
Pedro Brazão,2020,1200000,248572
Lucas Paquetá,2020,35000000,233927
Marçal,2020,1800000,207707
Rafael,2020,2700000,140082
Caio Henrique,2020,16000000,232440
Florentino,2020,10000000,234569
Pelé,2020,1500000,194020
Adama Traoré,2020,4200000,213956
Jordi Mboula,2020,1000000,239441
Gil Dias,2020,3000000,229453
Jordi Mboula,2020,1000000,239441
Adama Traoré,2020,4200000,213956
Gil Dias,2020,3000000,229453
Pelé,2020,1500000,194020
Jorge,2020,3200000,229712
Adrien Silva,2020,3000000,184826
Rubén Pardo,2020,2400000,204523
Pedro Chirivella,2020,3200000,224019
Lucas Evangelista,2020,2500000,215559
Lucas Evangelista,2020,2500000,215559
Vagner,2020,3500000,241923
Adama Traoré,2020,4200000,213956
Vagner,2020,3500000,241923
Vagner,2020,3500000,241923
Sergi Palencia,2020,2800000,228321
Jesé,2020,1500000,202515
Pol Lirola,2020,9000000,235875
Jean Lucas,2020,8000000,251217
Camilo,2020,1300000,200446
Jemerson,2020,2500000,215792
Pablo,2020,9000000,201315
Jean Lucas,2020,8000000,251217
Adama Traoré,2020,2500000,213956
Tiago Ilori,2020,1000000,205185
Luiz Araújo,2021,10000000,234128
Danilo Pereira,2021,16000000,200888
Nuno Mendes,2021,40000000,164945
Sergio Ramos,2021,10000000,155862
Pablo Sarabia,2021,25000000,198950
Danilo Pereira,2021,16000000,200888
Jean Lucas,2021,8000000,251217
Pelé,2021,1500000,194020
Gil Dias,2021,3000000,229453
Jorge,2021,3200000,229712
Gil Dias,2021,3000000,229453
Jorge,2021,3200000,229712
Florentino,2021,10000000,234569
Emerson,2021,14000000,210736
Henrique,2021,1000000,229686
Jean Lucas,2021,8000000,251217
Jean Lucas,2021,8000000,251217
Gerson,2021,20000000,229927
Pol Lirola,2021,9000000,235875
Luan Peres,2021,6000000,234791
Pau López,2021,10000000,221087
Pol Lirola,2021,9000000,235875
Dalbert,2021,4000000,229148
Pedro Brazão,2021,1200000,248572
Pedro Brazão,2021,1200000,248572
Rony Lopes,2021,6000000,212692
Jemerson,2021,2500000,215792
Vagner,2021,3500000,241923
Fransérgio,2021,5000000,195096
Ricardo Mangas,2021,1500000,240020
Rubén Pardo,2021,2400000,204523
Rubén Pardo,2021,2400000,204523
Tiago Ilori,2021,1000000,205185
Jean Lucas,2021,8000000,251217
Lucas Evangelista,2021,2500000,215559
Lucas Evangelista,2021,2500000,215559
Mama Baldé,2021,4000000,237960
Gerson Rodrigues,2021,3000000,246929
Rui Pires,2021,800000,251669
Camilo,2021,1300000,200446
Maicon,2009,1200000,135455
Miguel Lopes,2009,100000,188840
Beto,2009,200000,182629
Josué,2009,1000000,199739
João Pedro,2009,50000,199254
Hélder Barbosa,2009,250000,176029
Josué,2009,1000000,199739
Daniel Candeias,2009,500000,189468
Bruno Gama,2009,500000,164852
Nuno Coelho,2009,75000,177137
Steven Vitória,2009,100000,192528
Rui Pedro,2009,200000,236893
Bruno Gama,2009,500000,164852
Nuno Coelho,2009,75000,177137
João Pedro,2009,50000,199254
Josué,2009,1000000,199739
Ivo Pinto,2009,800000,197860
Daniel Candeias,2009,500000,189468
Hélder Barbosa,2009,250000,176029
Rui Pedro,2009,200000,236893
Diogo Viana,2009,300000,188313
Steven Vitória,2009,100000,192528
Pedro Mendes,2009,6000000,200677
Rui Fonte,2009,2000000,183518
Tiago Pinto,2009,200000,194979
Tiago Pinto,2009,200000,194979
Rui Fonte,2009,2000000,183518
Pedro Mendes,2009,6000000,200677
Ramires,2009,800000,184943
Javi García,2009,600000,161754
Patric,2009,800000,206098
Júlio César,2009,250000,48717
João Pereira,2009,75000,198899
Nélson Oliveira,2009,2000000,189303
Fábio Coentrão,2009,400000,171688
Patric,2009,800000,206098
João Pereira,2009,75000,198899
Fellipe Bastos,2009,550000,190232
Edgar Costa,2009,200000,194956
Nenê,2009,50000,146692
Maicon,2009,1200000,135455
Tiago Pinto,2009,200000,194979
Ricardo Ferreira,2009,250000,210862
Pizzi,2009,10000000,197965
Ricardo Ferreira,2009,250000,210862
Pizzi,2009,10000000,197965
Beto,2009,200000,182629
Nuno Coelho,2009,75000,177137
Luisinho,2009,125000,180359
Luisinho,2009,125000,180359
Leandrinho,2009,50000,184009
Fábio Pacheco,2009,300000,184606
Bruno Gama,2009,500000,164852
Miguel Lopes,2009,100000,188840
Daniel Candeias,2009,500000,189468
Fábio Coentrão,2009,400000,171688
Rui Fonte,2009,2000000,183518
Ivo Pinto,2009,800000,197860
Hélder Barbosa,2009,250000,176029
Guilherme,2009,250000,180714
Joãozinho,2009,250000,203627
Bruno Gama,2009,500000,164852
Ricardo Ferreira,2009,250000,210862
Ricardo Ferreira,2009,250000,210862
Steven Vitória,2009,100000,192528
João Pedro,2009,450000,199254
Daniel Candeias,2009,500000,189468
Josué,2009,1000000,199739
Daniel Candeias,2009,500000,189468
Mexer,2009,1200000,196801
Wilson Eduardo,2009,1700000,199737
Wilson Eduardo,2009,1700000,199737
Alan Kardec,2009,1500000,184858
Fellipe Bastos,2009,550000,190232
Patric,2009,800000,206098
Patric,2009,800000,206098
Fellipe Bastos,2009,550000,190232
Nélson Oliveira,2009,2000000,189303
Rômulo,2009,75000,193839
Pizzi,2009,10000000,197965
Pizzi,2009,10000000,197965
Licá,2009,300000,184031
Cláudio Ramos,2009,1500000,198513
Bruno,2009,400000,184120
Daniel Candeias,2009,500000,189468
Pizzi,2009,10000000,197965
Nélson Oliveira,2009,2000000,189303
Joãozinho,2009,250000,203627
Guilherme,2009,250000,180714
Mika,2009,300000,198511
Roberto,2010,700000,183666
Rodrigo,2010,18000000,198329
Roderick Miranda,2010,1500000,193143
Nélson Oliveira,2010,2000000,189303
Fellipe Bastos,2010,550000,190232
Ramires,2010,800000,184943
Nélson Oliveira,2010,2000000,189303
Fellipe Bastos,2010,550000,190232
Rodrigo,2010,18000000,198329
Renato Neto,2010,200000,199663
André Santos,2010,200000,164299
André Martins,2010,1000000,200962
Pedro Mendes,2010,6000000,200677
Wilson Eduardo,2010,1700000,199737
Rui Fonte,2010,2000000,183518
João Moutinho,2010,4000000,162347
Miguel Veloso,2010,900000,178007
Pedro Mendes,2010,6000000,200677
André Martins,2010,1000000,200962
Wilson Eduardo,2010,1700000,199737
Adrien Silva,2010,3000000,184826
Mexer,2010,1200000,196801
Rui Fonte,2010,2000000,183518
Renato Neto,2010,200000,199663
João Moutinho,2010,4000000,162347
Souza,2010,6500000,189423
Sérgio Oliveira,2010,17000000,198031
Hélder Barbosa,2010,250000,176029
Ukra,2010,250000,169941
Steven Vitória,2010,100000,192528
Ivo Pinto,2010,800000,197860
Josué,2010,1000000,199739
Daniel Candeias,2010,500000,189468
Rui Pedro,2010,200000,236893
Bruno Alves,2010,200000,138110
Steven Vitória,2010,100000,192528
Rui Pedro,2010,200000,236893
Sérgio Oliveira,2010,17000000,198031
Ivo Pinto,2010,800000,197860
Josué,2010,1000000,199739
Hélder Barbosa,2010,250000,176029
Daniel Candeias,2010,500000,189468
Miguel Lopes,2010,100000,188840
Daniel Candeias,2010,500000,189468
Daniel Candeias,2010,500000,189468
Sílvio,2010,300000,189530
Hélder Barbosa,2010,250000,176029
Guilherme,2010,2400000,180714
Guilherme,2010,2400000,180714
Tiago Pinto,2010,200000,194979
Rômulo,2010,75000,193839
Zeca,2010,1500000,168621
Joãozinho,2010,250000,203627
Joãozinho,2010,250000,203627
Ivo Pinto,2010,800000,197860
Rui Fonte,2010,2000000,183518
Hélder Barbosa,2010,250000,176029
Héldon,2010,1200000,196899
Marafona,2010,500000,200798
Sidnei,2010,200000,182002
Sérgio Oliveira,2010,17000000,198031
Wilson Eduardo,2010,1700000,199737
Sidnei,2010,200000,182002
Bebé,2010,800000,166074
Bebé,2010,800000,166074
Cláudio Ramos,2010,1500000,198513
André Geraldes,2010,700000,221750
Renato Santos,2010,400000,210258
Tiago Pinto,2010,200000,194979
Sílvio,2010,300000,189530
André Geraldes,2010,700000,221750
Renato Santos,2010,400000,210258
Nélson Oliveira,2010,2000000,189303
Marcos Paulo,2010,100000,186568
André Santos,2010,200000,164299
Luisinho,2010,125000,180359
Luisinho,2010,125000,180359
Lucas Silva,2010,200000,209749
Nélson Oliveira,2010,2000000,189303
Leandrinho,2010,50000,184009
Fábio Pacheco,2010,300000,184606
Daniel Candeias,2010,500000,189468
Ismaily,2010,5000000,201119
Vinicius,2010,150000,245564
Jardel,2010,300000,168530
Mexer,2010,1200000,196801
Ricardo Ferreira,2010,250000,210862
Ukra,2010,250000,169941
João Pedro,2010,450000,199254
Daniel Candeias,2010,500000,189468
João Pedro,2010,50000,199254
Wilson Eduardo,2010,1700000,199737
Jardel,2010,300000,168530
Patric,2010,800000,206098
David Luiz,2010,4000000,179944
Patric,2010,800000,206098
Amido Baldé,2010,300000,204099
Adrien Silva,2010,3000000,184826
André Martins,2010,1000000,200962
André Martins,2010,1000000,200962
Adrien Silva,2010,3000000,184826
Amido Baldé,2010,300000,204099
Diogo Viana,2010,300000,188313
Ukra,2010,250000,169941
Diogo Viana,2010,300000,188313
Vinicius,2010,150000,245564
Ukra,2010,250000,169941
Guilherme,2010,2400000,180714
Matheus,2010,100000,176495
João Pedro,2010,18000000,199254
Serginho,2010,25000,225478
Adrien Silva,2010,3000000,184826
Lucas Silva,2010,200000,209749
André Micael,2010,125000,205512
Vinicius,2010,150000,245564
Jardel,2010,300000,168530
Danilo,2011,20000000,166072
Alex Sandro,2011,20000000,191043
Kelvin,2011,450000,203846
Djalma,2011,100000,184823
Josué,2011,1000000,199739
Ivo Pinto,2011,800000,197860
Rui Pedro,2011,200000,236893
Sérgio Oliveira,2011,17000000,198031
Miguel Lopes,2011,100000,188840
Diogo Viana,2011,300000,188313
Josué,2011,1000000,199739
Ivo Pinto,2011,800000,197860
Diogo Viana,2011,300000,188313
Rui Pedro,2011,200000,236893
Danilo,2011,20000000,166072
Kelvin,2011,450000,203846
Sérgio Oliveira,2011,17000000,198031
Beto,2011,200000,182629
