Player Name,player_id,age,Club,market_value,fee,Position,Appearances,Minutes,Goals,Assists,Shots,Shots On Target,Conversion %,Passes%,Progressive Carries,Tackles,Interceptions,Blocks,gDuels Won,gDuels %,aDuels Won,aDuels %,Yellow Cards,Red Cards,Fouls,Clean Sheets,Saves,Saves %,Goals Conceded,injury_count,days_injured,days_since_injury,injury_severity,sentiment_polarity,mention_frequency,sentiment_trend_30d,sentiment_trend_90d,sentiment_score,contract_years_remaining,contract_status,market_value_change_rate,club_financial_strength,league_competitiveness,value_to_fee_ratio,goals_per_90,assists_per_90,goals_per_shot,pass_completion_rate,defensive_actions_per_90,age_adjusted_goals,age_adjusted_assists,is_forward,is_midfielder,is_defender,is_goalkeeper,goal_assist_product,shot_conversion_product,injury_risk_score,age_injury_interaction,contract_urgency,market_momentum,is_summer_window,is_winter_window,season_phase,months_to_summer_window
samuel edozie,680806.0,19.0,Southampton,800000.0,8000000.0,MID,2,64,0,0,0,0,0.0,0.0,0,3,0,0,0,0.0,0,0.0,1,0,2,0,0,0.0,0,0.0,0.0,365.0,0.0,-0.0809864342650168,106.0,0.0285101785458759,0.3210001522357525,-0.02492227221728,2.8,mid-term,-0.4153409207860639,3.0,10.0,0.1,0.0,0.0,0.0,0.0,4.21875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303030303030303,-0.1246022762358191,0.0,1.0,mid,4.0
christian walton,208379.0,25.0,Ipswich Town,800000.0,0.0,GKP,7,630,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,20,0.0,0,0.0,0.0,365.0,0.0,0.0067683102503313,28.0,0.1739155633861909,-0.1499509512603913,0.0131294255668403,2.7,mid-term,0.2243786613433619,3.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,1.25,0.3125,0.0673135984030085,0.0,1.0,mid,4.0
martial godo,992686.0,22.0,Fulham,600000.0,7000000.0,FWD,2,21,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,1,0,0,0.0,0,1.0,21.0,308.0,2.0,-0.2269199723051352,122.0,0.180562810628043,-0.0190195467379152,-0.122280544050158,2.8,mid-term,0.3733347704353149,5.0,10.0,0.0857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2312328767123287,5.087123287671234,0.303030303030303,0.1866673852176574,0.0,1.0,mid,4.0
aaron cresswell,92571.0,35.0,West Ham United,500000.0,0.0,DEF,18,823,0,0,5,0,0.0,0.0,0,11,0,0,0,0.0,0,0.0,3,0,4,3,0,0.0,0,0.0,0.0,365.0,0.0,-0.2828877155962578,99.0,-0.075763559483992,-0.0627578960371501,-0.1683510712470508,4.4,long-term,0.2531334484251689,6.0,10.0,1.0,0.0,0.0,0.0,0.0,1.2029161603888214,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,5.250000000000001,0.2040816326530612,0.1518800690551013,0.0,1.0,mid,4.0
ben winterburn,854721.0,20.0,Bournemouth,500000.0,0.0,MID,4,22,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1.0,16.0,322.0,1.0,-0.0864009569450518,103.0,-0.1043907898037105,-0.1055564269997059,-0.0296115389924054,3.7,long-term,-0.313267802174726,4.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1435616438356164,2.8712328767123285,0.238095238095238,-0.1253071208698904,0.0,1.0,mid,4.0
cameron archer,533662.0,20.0,Southampton,500000.0,0.0,FWD,35,1432,2,0,29,3,0.0,0.81,61,13,14,14,21,0.72,44,0.67,0,0,16,0,0,0.0,0,1.0,15.0,23.0,5.0,0.1424564115598033,56.0,-0.0692271936481448,-0.0056580615356862,0.1165027048750791,4.5,long-term,-0.1118415335817975,3.0,10.0,1.0,0.1256983240223463,0.0,0.0689655172413793,0.81,2.576815642458101,0.0670391061452514,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5473972602739726,10.947945205479453,0.2,-0.0335524600745392,0.0,1.0,mid,4.0
nathan broadhead,344009.0,24.0,Ipswich Town,500000.0,0.0,MID,18,696,2,0,13,0,0.0,0.0,0,9,0,0,0,0.0,0,0.0,1,0,4,0,0,0.0,0,0.0,0.0,365.0,0.0,-0.0181396917037804,111.0,0.0167077906927135,-0.1040711549123647,0.0205689490740869,3.6,long-term,0.091623373279168,3.0,10.0,1.0,0.2586206896551724,0.0,0.1538461538461538,0.0,1.1637931034482758,0.2068965517241379,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04,0.9600000000000002,0.2439024390243902,0.0274870119837504,0.0,1.0,mid,4.0
jaden philogene,665390.0,19.0,Ipswich Town,500000.0,0.0,MID,21,800,2,0,19,0,0.0,0.0,0,25,0,0,0,0.0,0,0.0,3,1,20,1,0,0.0,0,0.0,0.0,365.0,0.0,0.0947426056744971,43.0,0.0320289333140331,0.1013260824763756,0.0792069368592609,2.3,mid-term,0.0003651684330032,3.0,10.0,1.0,0.225,0.0,0.1052631578947368,0.0,2.8125,0.105,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3571428571428571,0.0001095505299009,0.0,1.0,mid,4.0
harrison armstrong,1107733.0,18.0,Everton,500000.0,0.0,MID,3,47,0,0,1,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,1,0,2,0,0,0.0,0,1.0,15.0,26.0,1.0,-0.0755350863056228,41.0,-0.0131794925194672,0.1232816138538021,-0.0405868481262237,2.3,mid-term,0.1331006087683389,4.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2857534246575342,5.143561643835616,0.3571428571428571,0.0532402435073355,0.0,1.0,mid,4.0
george hirst,420808.0,21.0,Ipswich Town,450000.0,0.0,FWD,26,649,3,0,14,0,0.0,0.0,0,3,0,0,0,0.0,0,0.0,3,0,13,0,0,0.0,0,1.0,29.0,272.0,1.0,-0.1607047849786629,8.0,-0.1939930998296228,0.1124522834173946,-0.1100957470874616,4.3,long-term,0.173845590511153,3.0,10.0,1.0,0.4160246533127889,0.0,0.2142857142857142,0.0,0.4160246533127889,0.2496147919876733,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.180958904109589,3.8001369863013696,0.2083333333333333,0.0521536771533459,0.0,1.0,mid,4.0
george edmundson,385848.0,27.0,Ipswich Town,350000.0,0.0,DEF,1,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1.0,15.0,205.0,2.0,-0.1045265016837827,4.0,0.0626775193322539,0.2837177869265795,-0.0719697499798467,1.3,mid-term,-0.2341392902558445,3.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3376712328767123,9.117123287671234,0.5555555555555556,-0.0702417870767533,0.0,1.0,mid,4.0
michael golding,936842.0,18.0,Leicester City,300000.0,5900000.0,MID,1,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,365.0,0.0,-0.0062310643434095,35.0,0.0223809359046237,0.1736563890380361,0.0061277654491238,2.1,mid-term,-0.1187823736680704,4.0,10.0,0.0508474576271186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3846153846153846,-0.0475129494672281,0.0,1.0,mid,4.0
ayden heaven,1078163.0,18.0,Manchester United,300000.0,1800000.0,DEF,4,171,0,0,2,0,0.0,0.0,0,4,0,0,0,0.0,0,0.0,1,0,4,0,0,0.0,0,0.0,0.0,365.0,0.0,-0.0852386803110592,15.0,-0.0212107801224381,0.0074387083092935,-0.0551715717222369,4.3,long-term,-0.1181879954917405,9.0,10.0,0.1666666666666666,0.0,0.0,0.0,0.0,2.1052631578947367,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2083333333333333,-0.1063691959425664,0.0,1.0,mid,4.0
paris maghoma,470596.0,21.0,Brentford,200000.0,0.0,MID,8,112,0,0,1,0,0.0,0.0,0,2,0,0,0,0.0,0,0.0,0,0,2,0,0,0.0,0,0.0,0.0,365.0,0.0,-0.0168580135419661,4.0,0.0393424539265918,-0.0894030288475706,-0.010601808280575,1.0,expiring,0.0631222765828475,5.0,10.0,1.0,0.0,0.0,0.0,0.0,1.607142857142857,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01,0.21,0.6666666666666666,0.0315611382914237,0.0,1.0,mid,4.0
tom king,215810.0,28.0,Wolverhampton Wanderers,175000.0,0.0,GKP,1,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,365.0,0.0,0.0244282086244786,3.0,-0.0198568055476041,0.2681795759887946,0.0179988469362359,3.2,long-term,0.2218611948868615,5.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08,2.24,0.2702702702702702,0.1109305974434307,0.0,1.0,mid,4.0
ryan trevitt,874538.0,20.0,Brentford,100000.0,0.0,MID,1,3,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,2.0,54.0,159.0,1.0,0.1781281596293389,22.0,-0.1327556886920901,0.0844997353551152,0.1312831183339438,2.7,mid-term,0.1882545159568128,5.0,10.0,1.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2928767123287671,5.857534246575343,0.3125,0.0941272579784064,0.0,1.0,mid,4.0
Synthetic Player 1,1000000.0,18.0,Brighton & Hove Albion,51911277.61394338,52568906.280013345,MID,28,2294,2,3,71,29,0.14483476581746504,0.7244585401627504,38,99,32,29,100,0.45940189375894935,9,0.6796582926365543,3,1,51,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 2,1000001.0,19.0,West Ham United,33369673.88745094,74695345.90078996,FWD,20,1733,7,0,55,27,0.22932205259480415,0.843999604451415,74,3,78,5,117,0.4031611308179759,50,0.6283445892613411,1,0,10,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 3,1000002.0,34.0,Leicester City,95048616.70516984,35680461.83663646,FWD,15,215,11,5,26,7,0.2348792390753061,0.9427645612913419,214,92,38,34,145,0.5089738304284676,16,0.5600669401772913,7,0,43,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 4,1000003.0,22.0,Liverpool,73667354.71724239,61417911.04534242,MID,31,2467,1,10,35,14,0.2318065041331282,0.7449207772175604,13,77,1,36,68,0.3276531144746478,40,0.3988924297612708,11,0,46,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 5,1000004.0,18.0,Nottingham Forest,89877031.91562425,66346592.41130269,MID,34,1960,4,3,22,10,0.2252210385196085,0.7694381559373152,159,92,42,1,59,0.44591928765781175,30,0.32453985084426723,2,1,9,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 6,1000005.0,22.0,Brighton,26024741.213202655,52333968.11792596,FWD,23,2352,7,5,60,26,0.15976773134401173,0.8532250402154873,197,97,64,9,84,0.3563838510087077,21,0.6399901485922648,1,1,33,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 7,1000006.0,29.0,Arsenal,45160880.63163347,6751390.443563388,MID,36,1236,4,7,41,18,0.22151246753225678,0.9291588089603018,62,22,74,47,159,0.448468969375051,56,0.31096812398906304,11,0,23,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 8,1000007.0,32.0,Tottenham Hotspur,53328299.002003334,47610533.99245452,FWD,24,739,6,3,53,13,0.13710152509443813,0.7830248413482841,152,32,54,6,56,0.4486957179625321,15,0.5272370049351469,4,1,12,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 9,1000008.0,18.0,Fulham,43560304.52012663,54835510.65775212,MID,1,2606,6,5,71,25,0.08587293640244209,0.942669136352436,168,68,40,48,176,0.4590449514211482,2,0.3821331754827199,8,0,15,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 10,1000009.0,35.0,Leicester City,27558630.92213565,55388713.79688465,MID,37,3293,4,10,17,3,0.10191528985500985,0.7084191009686159,95,34,78,4,59,0.31559172826445214,49,0.6135089556068997,8,1,45,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 11,1000010.0,25.0,Manchester City,9354476.628206493,79335685.86979614,MID,11,967,3,6,33,11,0.18238272652740234,0.8877942842385107,9,82,66,23,4,0.34591877090051204,26,0.3222422086721842,2,1,40,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 12,1000011.0,35.0,Crystal Palace,4493816.478993969,71193070.109029,GKP,0,558,0,0,0,0,0.0,0.8913408409645102,105,23,3,43,18,0.3503820785517433,39,0.33730857871126796,10,0,2,11,46,0.7188483654617195,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 13,1000012.0,32.0,Liverpool,1229748.0081999374,2064751.4290545387,MID,15,1356,3,14,45,13,0.2479010666768645,0.8710785622313362,24,17,61,12,42,0.5218927213129416,17,0.5689559251194818,8,1,50,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 14,1000013.0,31.0,Manchester City,72540904.28290567,74304636.85503082,MID,23,3203,5,3,65,25,0.0662328448927429,0.8130506197758847,112,100,42,38,188,0.503557628027952,78,0.6092734005035032,5,0,29,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 15,1000014.0,23.0,Aston Villa,33174357.211852234,38976960.553753115,FWD,11,2888,9,3,39,18,0.1504743639944191,0.7819709985045646,293,117,60,43,85,0.4345293577081334,61,0.30480121090907303,0,0,49,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 16,1000015.0,28.0,Arsenal,1859337.7043256373,71658108.44120917,FWD,8,2318,6,3,105,35,0.24339370292366308,0.8427997959907284,17,38,48,28,81,0.6471918506923611,53,0.6703309497774069,1,0,35,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 17,1000016.0,27.0,Fulham,56677111.08838699,20185819.54109962,GKP,6,2096,0,0,0,0,0.0,0.7258687659116461,78,1,70,31,131,0.5182674659874539,35,0.376091172328055,0,1,55,2,131,0.7636615635350607,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 18,1000017.0,29.0,West Ham United,85401837.45743659,68492289.75957282,FWD,31,727,3,5,99,40,0.22473560691214978,0.7317004497816899,262,3,68,15,28,0.6035472537671798,13,0.5325284078900213,0,0,20,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 19,1000018.0,19.0,West Ham United,31463876.411498915,16724650.302469293,DEF,16,2177,1,2,14,3,0.23318699250223074,0.8538628550961015,22,71,13,26,152,0.31576703404814516,84,0.5325815791714497,4,1,57,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 20,1000019.0,18.0,Leicester City,75358397.40192962,1411612.8142884676,MID,16,1589,3,9,39,8,0.05078282114707813,0.7568019194580011,21,33,48,0,72,0.40686610503519594,82,0.5645864821294607,7,0,3,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 21,1000020.0,34.0,Tottenham Hotspur,74131771.11574218,24778659.915680964,DEF,12,1703,1,2,18,7,0.10685765781909187,0.8464445677327619,139,61,17,29,62,0.5654498883069199,11,0.536326349958203,10,1,8,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 22,1000021.0,34.0,West Ham United,13254418.474760236,9833750.39991782,DEF,26,1572,1,2,18,8,0.2391549434016922,0.749276509705913,57,62,27,0,171,0.5162443977298916,36,0.3778191878799645,7,1,20,8,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 23,1000022.0,25.0,Arsenal,17658415.702898983,46370596.65614545,MID,2,541,5,8,42,9,0.056709174282431565,0.8400997384549856,103,67,46,3,94,0.6363140287756458,52,0.4306756090126993,6,1,45,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 24,1000023.0,25.0,Chelsea,80424708.36239925,21760205.898479175,DEF,9,2838,2,1,4,0,0.20531149435704404,0.905412333470018,242,105,62,20,130,0.4085525580318338,9,0.513391390362517,6,0,0,9,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 25,1000024.0,33.0,Brighton,88041138.35410868,3607108.4804311935,DEF,7,838,0,4,5,1,0.2284305833739922,0.8176183299192892,58,88,63,23,143,0.39335850778325077,5,0.5504696295175578,3,1,27,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 26,1000025.0,33.0,Newcastle United,88101979.33592367,34697896.226513684,MID,7,1997,3,5,40,9,0.19198661468684924,0.833431353417861,86,19,12,12,42,0.37047776246569897,14,0.4578640351799783,1,1,18,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 27,1000026.0,33.0,Newcastle United,55566056.22831327,911173.4470842236,DEF,13,2482,3,1,22,8,0.06931773649890645,0.9379413790355816,108,16,39,12,179,0.6727776558617488,36,0.31649112559962417,11,0,48,8,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 28,1000027.0,28.0,Manchester City,37100794.5237087,44421065.80863521,FWD,16,1031,10,6,115,29,0.16804623948127176,0.8738185332361041,131,55,58,24,136,0.6046970825878064,89,0.4004633605433143,10,1,31,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 29,1000028.0,25.0,Crystal Palace,25304887.32545883,17990942.41804254,MID,25,3246,5,3,54,17,0.1657833065185435,0.7981747783397353,82,76,25,21,20,0.4699980961679453,1,0.679221312741156,10,0,19,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 30,1000029.0,24.0,Leicester City,87104846.07903078,44658540.02237288,MID,38,120,7,9,77,32,0.22721479341910505,0.8822584357073735,266,30,10,37,20,0.6864224531060795,9,0.37081731781135896,7,0,7,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 31,1000030.0,30.0,Chelsea,4274862.137125585,11756832.472304923,GKP,13,1157,0,0,0,0,0.0,0.7717031561933716,285,37,57,29,40,0.3568246437772249,35,0.6620312511177924,1,1,23,13,109,0.6016063727751245,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 32,1000031.0,31.0,Chelsea,71355746.60524645,33814954.84065282,DEF,9,1271,0,2,23,6,0.0863015923242991,0.7034954282428412,262,91,62,19,43,0.3752799926719449,6,0.5391183330891332,8,0,12,6,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 33,1000032.0,26.0,Bournemouth,48286559.10372993,69632866.28466402,MID,14,676,3,7,29,7,0.22543172085322788,0.7988135249422293,265,20,28,31,9,0.31242466256921336,22,0.5811131508663899,3,1,48,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Synthetic Player 34,1000033.0,33.0,Newcastle United,17403724.14325869,30645254.086862296,DEF,19,1714,2,2,16,7,0.13081610589866188,0.8634088806794322,214,78,30,38,110,0.42802214202219124,57,0.6076747159983712,1,1,46,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
