Name,season,market_val,ID,Age,OVA,performance_score,physical_index,technical_index,avg_sentiment,availability_score,injury_risk_score,is_peak_age,age_peak_diff,is_left_footed,contract_value_proxy,sentiment_performance_index,pos_defender,pos_forward,pos_goalkeeper,pos_midfielder,pos_other,log_market_val
Patric,2009,800000,206098,27,73,47.6,66.75,68.67,-0.278,0.86,36.6,1,1,0,511.0,46.277,True,False,False,False,False,13.592368256649284
Patric,2010,800000,206098,27,73,47.6,66.75,68.67,-0.278,0.86,36.6,1,1,0,511.0,46.277,True,False,False,False,False,13.592368256649284
Patric,2015,6500000,206098,27,73,47.6,66.75,68.67,-0.278,0.86,36.6,1,1,0,511.0,46.277,True,False,False,False,False,15.687312888712007
Juan Cruz,2012,2200000,206219,27,71,45.96,73.0,61.67,0.0,0.942,51.2,1,1,1,213.0,45.96,True,False,False,False,False,14.603968372873895
Juan Cruz,2013,2200000,206219,27,71,45.96,73.0,61.67,0.0,0.942,51.2,1,1,1,213.0,45.96,True,False,False,False,False,14.603968372873895
Juan Cruz,2020,2200000,206219,27,71,45.96,73.0,61.67,0.0,0.942,51.2,1,1,1,213.0,45.96,True,False,False,False,False,14.603968372873895
Iván López,2013,200000,206238,25,71,48.06,64.5,67.67,0.0,0.811,76.4,1,-1,0,568.0,48.06,True,False,False,False,False,12.206077645517674
Iván López,2014,200000,206238,25,71,48.06,64.5,67.67,0.0,0.811,76.4,1,-1,0,568.0,48.06,True,False,False,False,False,12.206077645517674
Iván López,2018,200000,206238,25,71,48.06,64.5,67.67,0.0,0.811,76.4,1,-1,0,568.0,48.06,True,False,False,False,False,12.206077645517674
Iván López,2019,200000,206238,25,71,48.06,64.5,67.67,0.0,0.811,76.4,1,-1,0,568.0,48.06,True,False,False,False,False,12.206077645517674
Iván López,2020,200000,206238,25,71,48.06,64.5,67.67,0.0,0.811,76.4,1,-1,0,568.0,48.06,True,False,False,False,False,12.206077645517674
Moi Gómez,2015,8000000,206590,26,77,52.44,65.75,69.33,0.0,0.968,17.6,1,0,0,462.0,52.44,False,False,False,True,False,15.894952224644102
Moi Gómez,2016,8000000,206590,26,77,52.44,65.75,69.33,0.0,0.968,17.6,1,0,0,462.0,52.44,False,False,False,True,False,15.894952224644102
Moi Gómez,2019,8000000,206590,26,77,52.44,65.75,69.33,0.0,0.968,17.6,1,0,0,462.0,52.44,False,False,False,True,False,15.894952224644102
Roberto Torres,2012,5000000,206651,31,77,52.52,69.25,70.33,-0.261,0.976,27.0,0,5,0,770.0,51.149,False,False,False,True,False,15.424948670398354
Sergio Rico,2014,5000000,206652,26,77,39.88,49.75,32.33,0.452,0.902,72.5,1,0,0,308.0,41.683,False,False,True,False,False,15.424948670398354
Sergio Rico,2018,5000000,206652,26,77,39.88,49.75,32.33,0.452,0.902,72.5,1,0,0,308.0,41.683,False,False,True,False,False,15.424948670398354
Sergio Rico,2019,5000000,206652,26,77,39.88,49.75,32.33,0.452,0.902,72.5,1,0,0,308.0,41.683,False,False,True,False,False,15.424948670398354
Sergio Rico,2020,5000000,206652,26,77,39.88,49.75,32.33,0.452,0.902,72.5,1,0,0,308.0,41.683,False,False,True,False,False,15.424948670398354
Pablo Marí,2016,5000000,206654,26,75,44.7,71.75,68.0,-0.296,0.906,41.6,1,0,1,300.0,43.377,True,False,False,False,False,15.424948670398354
Pablo Marí,2017,5000000,206654,26,75,44.7,71.75,68.0,-0.296,0.906,41.6,1,0,1,300.0,43.377,True,False,False,False,False,15.424948670398354
Pablo Marí,2018,5000000,206654,26,75,44.7,71.75,68.0,-0.296,0.906,41.6,1,0,1,300.0,43.377,True,False,False,False,False,15.424948670398354
Pablo Marí,2019,5000000,206654,26,75,44.7,71.75,68.0,-0.296,0.906,41.6,1,0,1,300.0,43.377,True,False,False,False,False,15.424948670398354
Pablo Marí,2020,5000000,206654,26,75,44.7,71.75,68.0,-0.296,0.906,41.6,1,0,1,300.0,43.377,True,False,False,False,False,15.424948670398354
William Carvalho,2011,15000000,207566,28,80,50.7,70.75,74.33,0.045,0.864,40.4,1,2,0,400.0,50.928,False,False,False,True,False,16.52356082573315
William Carvalho,2013,15000000,207566,28,80,50.7,70.75,74.33,0.045,0.864,40.4,1,2,0,400.0,50.928,False,False,False,True,False,16.52356082573315
William Carvalho,2018,15000000,207566,28,80,50.7,70.75,74.33,0.045,0.864,40.4,1,2,0,400.0,50.928,False,False,False,True,False,16.52356082573315
Dolly Menga,2012,250000,207651,26,64,44.08,72.0,61.0,0.0,0.998,7.0,1,0,1,128.0,44.08,False,True,False,False,False,12.429220196836383
Dolly Menga,2013,250000,207651,26,64,44.08,72.0,61.0,0.0,0.998,7.0,1,0,1,128.0,44.08,False,True,False,False,False,12.429220196836383
Dolly Menga,2014,250000,207651,26,64,44.08,72.0,61.0,0.0,0.998,7.0,1,0,1,128.0,44.08,False,True,False,False,False,12.429220196836383
Dolly Menga,2015,250000,207651,26,64,44.08,72.0,61.0,0.0,0.998,7.0,1,0,1,128.0,44.08,False,True,False,False,False,12.429220196836383
Dolly Menga,2016,250000,207651,26,64,44.08,72.0,61.0,0.0,0.998,7.0,1,0,1,128.0,44.08,False,True,False,False,False,12.429220196836383
Dolly Menga,2017,250000,207651,26,64,44.08,72.0,61.0,0.0,0.998,7.0,1,0,1,128.0,44.08,False,True,False,False,False,12.429220196836383
Rafael Silva,2012,300000,207676,28,73,49.88,72.25,69.33,0.51,0.996,16.0,1,2,0,146.0,52.424,False,True,False,False,False,12.611541086966115
Marçal,2011,1800000,207707,31,76,50.5,72.75,70.0,0.0,0.887,33.4,0,5,1,152.0,50.5,True,False,False,False,False,14.403297778421795
Marçal,2015,1800000,207707,31,76,50.5,72.75,70.0,0.0,0.887,33.4,0,5,1,152.0,50.5,True,False,False,False,False,14.403297778421795
Marçal,2016,1800000,207707,31,76,50.5,72.75,70.0,0.0,0.887,33.4,0,5,1,152.0,50.5,True,False,False,False,False,14.403297778421795
Marçal,2017,1800000,207707,31,76,50.5,72.75,70.0,0.0,0.887,33.4,0,5,1,152.0,50.5,True,False,False,False,False,14.403297778421795
Marçal,2020,1800000,207707,31,76,50.5,72.75,70.0,0.0,0.887,33.4,0,5,1,152.0,50.5,True,False,False,False,False,14.403297778421795
Filipe Augusto,2012,1500000,207733,26,75,50.34,72.5,70.0,0.0,0.9,40.3,1,0,1,150.0,50.34,False,False,False,True,False,14.220976332738882
Filipe Augusto,2014,1500000,207733,26,75,50.34,72.5,70.0,0.0,0.9,40.3,1,0,1,150.0,50.34,False,False,False,True,False,14.220976332738882
Filipe Augusto,2015,1500000,207733,26,75,50.34,72.5,70.0,0.0,0.9,40.3,1,0,1,150.0,50.34,False,False,False,True,False,14.220976332738882
Filipe Augusto,2016,1500000,207733,26,75,50.34,72.5,70.0,0.0,0.9,40.3,1,0,1,150.0,50.34,False,False,False,True,False,14.220976332738882
Filipe Augusto,2017,1500000,207733,26,75,50.34,72.5,70.0,0.0,0.9,40.3,1,0,1,150.0,50.34,False,False,False,True,False,14.220976332738882
Filipe Augusto,2018,1500000,207733,26,75,50.34,72.5,70.0,0.0,0.9,40.3,1,0,1,150.0,50.34,False,False,False,True,False,14.220976332738882
Marquinhos,2012,75000000,207865,26,85,53.48,78.5,75.67,0.106,0.873,22.6,1,0,0,935.0,54.047,True,False,False,False,False,18.132998684833918
Marquinhos,2013,75000000,207865,26,85,53.48,78.5,75.67,0.106,0.873,22.6,1,0,0,935.0,54.047,True,False,False,False,False,18.132998684833918
Lucas Lima,2015,3200000,207924,28,75,50.26,75.0,61.67,0.0,0.991,10.5,1,2,1,225.0,50.26,True,False,False,False,False,14.978661680269907
Lucas Lima,2016,3200000,207924,28,75,50.26,75.0,61.67,0.0,0.991,10.5,1,2,1,225.0,50.26,True,False,False,False,False,14.978661680269907
Lucas Lima,2019,3200000,207924,28,75,50.26,75.0,61.67,0.0,0.991,10.5,1,2,1,225.0,50.26,True,False,False,False,False,14.978661680269907
Pedro Henrique,2014,1500000,207929,30,72,50.2,59.25,66.33,0.0,0.715,42.2,0,4,1,288.0,50.2,False,False,False,True,False,14.220976332738882
Pedro Henrique,2015,1700000,207929,30,72,50.2,59.25,66.33,0.0,0.715,42.2,0,4,1,288.0,50.2,False,False,False,True,False,14.346139397261565
Pedro Henrique,2016,1500000,207929,30,72,50.2,59.25,66.33,0.0,0.715,42.2,0,4,1,288.0,50.2,False,False,False,True,False,14.220976332738882
Pedro Henrique,2017,1700000,207929,30,72,50.2,59.25,66.33,0.0,0.715,42.2,0,4,1,288.0,50.2,False,False,False,True,False,14.346139397261565
Pedro Henrique,2020,350000,207929,30,72,50.2,59.25,66.33,0.0,0.715,42.2,0,4,1,288.0,50.2,False,False,False,True,False,12.765691290604371
Pedro Henrique,2021,1700000,207929,30,72,50.2,59.25,66.33,0.0,0.715,42.2,0,4,1,288.0,50.2,False,False,False,True,False,14.346139397261565
Paulo Otávio,2019,8000000,208001,25,73,49.42,65.0,58.33,0.0,0.844,49.6,1,-1,1,292.0,49.42,True,False,False,False,False,15.894952224644102
Sergi Samper,2016,900000,208088,25,69,44.2,61.0,57.33,0.0,0.812,104.6,1,-1,0,138.0,44.2,False,False,False,True,False,13.710151153416941
Sergi Samper,2017,900000,208088,25,69,44.2,61.0,57.33,0.0,0.812,104.6,1,-1,0,138.0,44.2,False,False,False,True,False,13.710151153416941
Sergi Samper,2018,900000,208088,25,69,44.2,61.0,57.33,0.0,0.812,104.6,1,-1,0,138.0,44.2,False,False,False,True,False,13.710151153416941
Patrick,2018,250000,208114,28,72,48.54,73.5,68.33,0.0,0.791,84.5,1,2,0,144.0,48.54,True,False,False,False,False,12.429220196836383
Patrick,2019,250000,208114,28,72,48.54,73.5,68.33,0.0,0.791,84.5,1,2,0,144.0,48.54,True,False,False,False,False,12.429220196836383
Patrick,2020,250000,208114,28,72,48.54,73.5,68.33,0.0,0.791,84.5,1,2,0,144.0,48.54,True,False,False,False,False,12.429220196836383
Lucas Torró,2018,2200000,208137,25,73,46.84,62.75,74.33,0.0,0.915,29.2,1,-1,0,292.0,46.84,False,False,False,True,False,14.603968372873895
Lucas Torró,2020,2200000,208137,25,73,46.84,62.75,74.33,0.0,0.915,29.2,1,-1,0,292.0,46.84,False,False,False,True,False,14.603968372873895
Andreas Pereira,2015,8000000,208450,24,75,52.32,68.5,70.67,0.076,0.975,21.8,1,-2,0,750.0,52.718,False,False,False,True,False,15.894952224644102
Andreas Pereira,2016,8000000,208450,24,75,52.32,68.5,70.67,0.076,0.975,21.8,1,-2,0,750.0,52.718,False,False,False,True,False,15.894952224644102
Andreas Pereira,2017,8000000,208450,24,75,52.32,68.5,70.67,0.076,0.975,21.8,1,-2,0,750.0,52.718,False,False,False,True,False,15.894952224644102
Andreas Pereira,2018,8000000,208450,24,75,52.32,68.5,70.67,0.076,0.975,21.8,1,-2,0,750.0,52.718,False,False,False,True,False,15.894952224644102
Andreas Pereira,2020,8000000,208450,24,75,52.32,68.5,70.67,0.076,0.975,21.8,1,-2,0,750.0,52.718,False,False,False,True,False,15.894952224644102
Andreas Pereira,2021,8000000,208450,24,75,52.32,68.5,70.67,0.076,0.975,21.8,1,-2,0,750.0,52.718,False,False,False,True,False,15.894952224644102
Lucas Vázquez,2014,15000000,208618,29,80,54.76,74.75,71.33,0.0,0.922,23.2,0,3,0,480.0,54.76,False,True,False,False,False,16.52356082573315
Lucas Vázquez,2015,15000000,208618,29,80,54.76,74.75,71.33,0.0,0.922,23.2,0,3,0,480.0,54.76,False,True,False,False,False,16.52356082573315
Omar Mascarell,2015,3500000,208620,27,79,51.78,71.5,70.0,0.0,0.839,59.7,1,1,0,316.0,51.78,False,False,False,True,False,15.068273812173887
Omar Mascarell,2016,3500000,208620,27,79,51.78,71.5,70.0,0.0,0.839,59.7,1,1,0,316.0,51.78,False,False,False,True,False,15.068273812173887
Omar Mascarell,2018,3500000,208620,27,79,51.78,71.5,70.0,0.0,0.839,59.7,1,1,0,316.0,51.78,False,False,False,True,False,15.068273812173887
Omar Mascarell,2021,3500000,208620,27,79,51.78,71.5,70.0,0.0,0.839,59.7,1,1,0,316.0,51.78,False,False,False,True,False,15.068273812173887
Rubén Sobrino,2015,1500000,208622,28,75,50.86,68.75,73.33,0.0,0.969,27.8,1,2,0,225.0,50.86,False,True,False,False,False,14.220976332738882
Rubén Sobrino,2016,1500000,208622,28,75,50.86,68.75,73.33,0.0,0.969,27.8,1,2,0,225.0,50.86,False,True,False,False,False,14.220976332738882
Rubén Sobrino,2017,1500000,208622,28,75,50.86,68.75,73.33,0.0,0.969,27.8,1,2,0,225.0,50.86,False,True,False,False,False,14.220976332738882
Rubén Sobrino,2018,1500000,208622,28,75,50.86,68.75,73.33,0.0,0.969,27.8,1,2,0,225.0,50.86,False,True,False,False,False,14.220976332738882
Rubén Sobrino,2020,1500000,208622,28,75,50.86,68.75,73.33,0.0,0.969,27.8,1,2,0,225.0,50.86,False,True,False,False,False,14.220976332738882
Rubén Sobrino,2021,1500000,208622,28,75,50.86,68.75,73.33,0.0,0.969,27.8,1,2,0,225.0,50.86,False,True,False,False,False,14.220976332738882
Rober Correa,2015,900000,208638,27,70,45.58,68.5,64.0,0.0,0.958,37.6,1,1,0,210.0,45.58,True,False,False,False,False,13.710151153416941
Rober Correa,2016,900000,208638,27,70,45.58,68.5,64.0,0.0,0.958,37.6,1,1,0,210.0,45.58,True,False,False,False,False,13.710151153416941
Rober Correa,2017,900000,208638,27,70,45.58,68.5,64.0,0.0,0.958,37.6,1,1,0,210.0,45.58,True,False,False,False,False,13.710151153416941
Rober Correa,2019,900000,208638,27,70,45.58,68.5,64.0,0.0,0.958,37.6,1,1,0,210.0,45.58,True,False,False,False,False,13.710151153416941
Óliver Torres,2013,9000000,208777,25,77,52.54,59.5,67.33,0.0,0.943,31.8,1,-1,0,385.0,52.54,False,False,False,True,False,16.012735246411598
Óliver Torres,2014,9000000,208777,25,77,52.54,59.5,67.33,0.0,0.943,31.8,1,-1,0,385.0,52.54,False,False,False,True,False,16.012735246411598
Óliver Torres,2015,9000000,208777,25,77,52.54,59.5,67.33,0.0,0.943,31.8,1,-1,0,385.0,52.54,False,False,False,True,False,16.012735246411598
Óliver Torres,2016,9000000,208777,25,77,52.54,59.5,67.33,0.0,0.943,31.8,1,-1,0,385.0,52.54,False,False,False,True,False,16.012735246411598
Óliver Torres,2017,9000000,208777,25,77,52.54,59.5,67.33,0.0,0.943,31.8,1,-1,0,385.0,52.54,False,False,False,True,False,16.012735246411598
Óliver Torres,2019,9000000,208777,25,77,52.54,59.5,67.33,0.0,0.943,31.8,1,-1,0,385.0,52.54,False,False,False,True,False,16.012735246411598
Cicinho,2012,400000,208866,31,71,48.38,68.5,59.33,0.0,0.791,84.5,0,5,0,284.0,48.38,True,False,False,False,False,12.899222326086994
Cicinho,2014,400000,208866,31,71,48.38,68.5,59.33,0.0,0.791,84.5,0,5,0,284.0,48.38,True,False,False,False,False,12.899222326086994
Cicinho,2015,400000,208866,31,71,48.38,68.5,59.33,0.0,0.791,84.5,0,5,0,284.0,48.38,True,False,False,False,False,12.899222326086994
Kévin Rodrigues,2017,2500000,209289,26,74,50.24,63.5,70.33,0.0,0.93,22.3,1,0,1,296.0,50.24,False,False,False,True,False,14.731801689838349
Kévin Rodrigues,2019,2500000,209289,26,74,50.24,63.5,70.33,0.0,0.93,22.3,1,0,1,296.0,50.24,False,False,False,True,False,14.731801689838349
Kévin Rodrigues,2020,2500000,209289,26,74,50.24,63.5,70.33,0.0,0.93,22.3,1,0,1,296.0,50.24,False,False,False,True,False,14.731801689838349
Kévin Rodrigues,2021,2500000,209289,26,74,50.24,63.5,70.33,0.0,0.93,22.3,1,0,1,296.0,50.24,False,False,False,True,False,14.731801689838349
Fabinho,2012,60000000,209499,26,87,55.98,77.5,80.33,0.635,0.89,32.5,1,0,0,435.0,59.535,False,False,False,True,False,17.909855136853043
Fabinho,2013,60000000,209499,26,87,55.98,77.5,80.33,0.635,0.89,32.5,1,0,0,435.0,59.535,False,False,False,True,False,17.909855136853043
Fabinho,2015,60000000,209499,26,87,55.98,77.5,80.33,0.635,0.89,32.5,1,0,0,435.0,59.535,False,False,False,True,False,17.909855136853043
Fabinho,2017,350000,209499,26,87,55.98,77.5,80.33,0.635,0.89,32.5,1,0,0,435.0,59.535,False,False,False,True,False,12.765691290604371
Fabinho,2018,60000000,209499,26,87,55.98,77.5,80.33,0.635,0.89,32.5,1,0,0,435.0,59.535,False,False,False,True,False,17.909855136853043
Fabinho,2019,350000,209499,26,87,55.98,77.5,80.33,0.635,0.89,32.5,1,0,0,435.0,59.535,False,False,False,True,False,12.765691290604371
Eugeni,2018,800000,209695,25,71,49.12,65.0,65.33,0.0,0.983,37.5,1,-1,0,213.0,49.12,False,False,False,True,False,13.592368256649284
Eugeni,2021,800000,209695,25,71,49.12,65.0,65.33,0.0,0.983,37.5,1,-1,0,213.0,49.12,False,False,False,True,False,13.592368256649284
Lucas Silva,2010,200000,209749,26,74,48.44,69.0,71.33,0.0,0.932,100.3,1,0,0,370.0,48.44,False,False,False,True,False,12.206077645517674
Lucas Silva,2011,200000,209749,26,74,48.44,69.0,71.33,0.0,0.932,100.3,1,0,0,370.0,48.44,False,False,False,True,False,12.206077645517674
Lucas Silva,2014,2000000,209749,26,74,48.44,69.0,71.33,0.0,0.932,100.3,1,0,0,370.0,48.44,False,False,False,True,False,14.508658238524095
Lucas Silva,2015,2000000,209749,26,74,48.44,69.0,71.33,0.0,0.932,100.3,1,0,0,370.0,48.44,False,False,False,True,False,14.508658238524095
Lucas Silva,2016,2000000,209749,26,74,48.44,69.0,71.33,0.0,0.932,100.3,1,0,0,370.0,48.44,False,False,False,True,False,14.508658238524095
Lucas Silva,2018,300000,209749,26,74,48.44,69.0,71.33,0.0,0.932,100.3,1,0,0,370.0,48.44,False,False,False,True,False,12.611541086966115
Lucas Silva,2019,2000000,209749,26,74,48.44,69.0,71.33,0.0,0.932,100.3,1,0,0,370.0,48.44,False,False,False,True,False,14.508658238524095
Lucas Silva,2020,300000,209749,26,74,48.44,69.0,71.33,0.0,0.932,100.3,1,0,0,370.0,48.44,False,False,False,True,False,12.611541086966115
Lucas Silva,2021,300000,209749,26,74,48.44,69.0,71.33,0.0,0.932,100.3,1,0,0,370.0,48.44,False,False,False,True,False,12.611541086966115
Carlinhos,2012,800000,209828,25,71,48.84,73.5,69.0,0.0,0.612,287.7,1,-1,0,284.0,48.84,False,False,False,True,False,13.592368256649284
Carlinhos,2013,800000,209828,25,71,48.84,73.5,69.0,0.0,0.612,287.7,1,-1,0,284.0,48.84,False,False,False,True,False,13.592368256649284
Carlinhos,2016,800000,209828,25,71,48.84,73.5,69.0,0.0,0.612,287.7,1,-1,0,284.0,48.84,False,False,False,True,False,13.592368256649284
Carlinhos,2017,800000,209828,25,71,48.84,73.5,69.0,0.0,0.612,287.7,1,-1,0,284.0,48.84,False,False,False,True,False,13.592368256649284
Carlinhos,2019,800000,209828,25,71,48.84,73.5,69.0,0.0,0.612,287.7,1,-1,0,284.0,48.84,False,False,False,True,False,13.592368256649284
Carlinhos,2021,800000,209828,25,71,48.84,73.5,69.0,0.0,0.612,287.7,1,-1,0,284.0,48.84,False,False,False,True,False,13.592368256649284
Quini,2014,400000,209937,30,72,48.7,64.0,63.33,0.0,0.919,90.2,0,4,0,432.0,48.7,True,False,False,False,False,12.899222326086994
André Ramalho,2015,3500000,210007,28,74,48.2,72.5,76.33,0.0,0.913,43.1,1,2,0,296.0,48.2,True,False,False,False,False,15.068273812173887
André Ramalho,2016,3500000,210007,28,74,48.2,72.5,76.33,0.0,0.913,43.1,1,2,0,296.0,48.2,True,False,False,False,False,15.068273812173887
André Ramalho,2017,3500000,210007,28,74,48.2,72.5,76.33,0.0,0.913,43.1,1,2,0,296.0,48.2,True,False,False,False,False,15.068273812173887
André Ramalho,2021,3500000,210007,28,74,48.2,72.5,76.33,0.0,0.913,43.1,1,2,0,296.0,48.2,True,False,False,False,False,15.068273812173887
Diego Lopes,2012,1600000,210016,26,73,50.44,58.0,67.67,0.0,0.95,22.3,1,0,0,365.0,50.44,False,False,False,True,False,14.285514812209815
Diego Lopes,2013,1600000,210016,26,73,50.44,58.0,67.67,0.0,0.95,22.3,1,0,0,365.0,50.44,False,False,False,True,False,14.285514812209815
Diego Lopes,2015,1600000,210016,26,73,50.44,58.0,67.67,0.0,0.95,22.3,1,0,0,365.0,50.44,False,False,False,True,False,14.285514812209815
Diego Lopes,2016,1600000,210016,26,73,50.44,58.0,67.67,0.0,0.95,22.3,1,0,0,365.0,50.44,False,False,False,True,False,14.285514812209815
Diego Lopes,2017,1600000,210016,26,73,50.44,58.0,67.67,0.0,0.95,22.3,1,0,0,365.0,50.44,False,False,False,True,False,14.285514812209815
Diego Lopes,2020,1600000,210016,26,73,50.44,58.0,67.67,0.0,0.95,22.3,1,0,0,365.0,50.44,False,False,False,True,False,14.285514812209815
José Rodríguez,2014,800000,210111,25,70,46.86,67.25,66.67,0.0,0.977,17.3,1,-1,0,210.0,46.86,False,False,False,True,False,13.592368256649284
José Rodríguez,2015,800000,210111,25,70,46.86,67.25,66.67,0.0,0.977,17.3,1,-1,0,210.0,46.86,False,False,False,True,False,13.592368256649284
José Rodríguez,2016,800000,210111,25,70,46.86,67.25,66.67,0.0,0.977,17.3,1,-1,0,210.0,46.86,False,False,False,True,False,13.592368256649284
José Rodríguez,2017,800000,210111,25,70,46.86,67.25,66.67,0.0,0.977,17.3,1,-1,0,210.0,46.86,False,False,False,True,False,13.592368256649284
José Rodríguez,2018,800000,210111,25,70,46.86,67.25,66.67,0.0,0.977,17.3,1,-1,0,210.0,46.86,False,False,False,True,False,13.592368256649284
José Rodríguez,2019,800000,210111,25,70,46.86,67.25,66.67,0.0,0.977,17.3,1,-1,0,210.0,46.86,False,False,False,True,False,13.592368256649284
Garry Rodrigues,2012,4000000,210212,29,76,52.6,74.5,68.0,0.0,0.946,16.1,0,3,0,304.0,52.6,False,False,False,True,False,15.201805169084134
Garry Rodrigues,2013,4000000,210212,29,76,52.6,74.5,68.0,0.0,0.946,16.1,0,3,0,304.0,52.6,False,False,False,True,False,15.201805169084134
Ricardo Pereira,2011,30000000,210243,26,85,56.68,79.0,74.0,-0.083,0.834,82.1,1,0,0,425.0,56.21,True,False,False,False,False,17.216707972959764
Ricardo Pereira,2013,30000000,210243,26,85,56.68,79.0,74.0,-0.083,0.834,82.1,1,0,0,425.0,56.21,True,False,False,False,False,17.216707972959764
Ricardo Pereira,2014,30000000,210243,26,85,56.68,79.0,74.0,-0.083,0.834,82.1,1,0,0,425.0,56.21,True,False,False,False,False,17.216707972959764
Ricardo Pereira,2015,30000000,210243,26,85,56.68,79.0,74.0,-0.083,0.834,82.1,1,0,0,425.0,56.21,True,False,False,False,False,17.216707972959764
Ricardo Pereira,2017,30000000,210243,26,85,56.68,79.0,74.0,-0.083,0.834,82.1,1,0,0,425.0,56.21,True,False,False,False,False,17.216707972959764
Ricardo Pereira,2018,30000000,210243,26,85,56.68,79.0,74.0,-0.083,0.834,82.1,1,0,0,425.0,56.21,True,False,False,False,False,17.216707972959764
Renato Santos,2010,400000,210258,28,69,47.96,59.5,61.0,0.0,0.983,75.0,1,2,0,207.0,47.96,False,False,False,True,False,12.899222326086994
Renato Santos,2012,400000,210258,28,69,47.96,59.5,61.0,0.0,0.983,75.0,1,2,0,207.0,47.96,False,False,False,True,False,12.899222326086994
Renato Santos,2013,400000,210258,28,69,47.96,59.5,61.0,0.0,0.983,75.0,1,2,0,207.0,47.96,False,False,False,True,False,12.899222326086994
Renato Santos,2014,400000,210258,28,69,47.96,59.5,61.0,0.0,0.983,75.0,1,2,0,207.0,47.96,False,False,False,True,False,12.899222326086994
Renato Santos,2015,400000,210258,28,69,47.96,59.5,61.0,0.0,0.983,75.0,1,2,0,207.0,47.96,False,False,False,True,False,12.899222326086994
Renato Santos,2018,400000,210258,28,69,47.96,59.5,61.0,0.0,0.983,75.0,1,2,0,207.0,47.96,False,False,False,True,False,12.899222326086994
Bruno Peres,2014,2500000,210282,30,77,52.42,76.0,71.0,0.0,0.891,32.4,0,4,0,385.0,52.42,True,False,False,False,False,14.731801689838349
Bruno Peres,2016,2500000,210282,30,77,52.42,76.0,71.0,0.0,0.891,32.4,0,4,0,385.0,52.42,True,False,False,False,False,14.731801689838349
Bruno Peres,2017,2500000,210282,30,77,52.42,76.0,71.0,0.0,0.891,32.4,0,4,0,385.0,52.42,True,False,False,False,False,14.731801689838349
Bruno Peres,2018,2500000,210282,30,77,52.42,76.0,71.0,0.0,0.891,32.4,0,4,0,385.0,52.42,True,False,False,False,False,14.731801689838349
Bruno Peres,2021,2500000,210282,30,77,52.42,76.0,71.0,0.0,0.891,32.4,0,4,0,385.0,52.42,True,False,False,False,False,14.731801689838349
Jonatan Lucca,2012,700000,210365,26,70,46.74,67.5,67.33,0.0,0.994,14.0,1,0,0,140.0,46.74,False,False,False,True,False,13.45883704259595
Jonatan Lucca,2013,700000,210365,26,70,46.74,67.5,67.33,0.0,0.994,14.0,1,0,0,140.0,46.74,False,False,False,True,False,13.45883704259595
Jonatan Lucca,2014,700000,210365,26,70,46.74,67.5,67.33,0.0,0.994,14.0,1,0,0,140.0,46.74,False,False,False,True,False,13.45883704259595
Jonatan Lucca,2018,700000,210365,26,70,46.74,67.5,67.33,0.0,0.994,14.0,1,0,0,140.0,46.74,False,False,False,True,False,13.45883704259595
Jonatan Lucca,2019,700000,210365,26,70,46.74,67.5,67.33,0.0,0.994,14.0,1,0,0,140.0,46.74,False,False,False,True,False,13.45883704259595
João Teixeira,2015,325000,210377,27,75,50.2,61.5,65.67,0.0,0.915,54.1,1,1,0,150.0,50.2,False,False,False,True,False,12.691583538230217
João Teixeira,2016,325000,210377,27,75,50.2,61.5,65.67,0.0,0.915,54.1,1,1,0,150.0,50.2,False,False,False,True,False,12.691583538230217
João Teixeira,2017,325000,210377,27,75,50.2,61.5,65.67,0.0,0.915,54.1,1,1,0,150.0,50.2,False,False,False,True,False,12.691583538230217
João Teixeira,2018,325000,210377,27,75,50.2,61.5,65.67,0.0,0.915,54.1,1,1,0,150.0,50.2,False,False,False,True,False,12.691583538230217
Rui Silva,2013,12000000,210385,26,79,39.38,46.5,31.67,-0.048,0.996,6.0,1,0,0,316.0,39.191,False,False,True,False,False,16.300417291085605
Rui Silva,2016,12000000,210385,26,79,39.38,46.5,31.67,-0.048,0.996,6.0,1,0,0,316.0,39.191,False,False,True,False,False,16.300417291085605
Rui Silva,2018,200000,210385,26,79,39.38,46.5,31.67,-0.048,0.996,6.0,1,0,0,316.0,39.191,False,False,True,False,False,12.206077645517674
Rui Silva,2019,200000,210385,26,79,39.38,46.5,31.67,-0.048,0.996,6.0,1,0,0,316.0,39.191,False,False,True,False,False,12.206077645517674
Rui Silva,2021,12000000,210385,26,79,39.38,46.5,31.67,-0.048,0.996,6.0,1,0,0,316.0,39.191,False,False,True,False,False,16.300417291085605
Otávio,2014,24000000,210411,25,80,54.78,63.75,68.67,0.0,0.851,34.9,1,-1,0,560.0,54.78,False,False,False,True,False,16.993564429978885
Otávio,2016,24000000,210411,25,80,54.78,63.75,68.67,0.0,0.851,34.9,1,-1,0,560.0,54.78,False,False,False,True,False,16.993564429978885
Otávio,2017,7000000,210411,25,80,54.78,63.75,68.67,0.0,0.851,34.9,1,-1,0,560.0,54.78,False,False,False,True,False,15.76142084987672
Fábio Nunes,2016,400000,210427,27,68,47.0,68.0,58.67,0.0,0.974,114.0,1,1,1,204.0,47.0,False,False,False,True,False,12.899222326086994
Fran Sol,2016,1000000,210441,28,73,48.6,72.75,74.0,0.606,0.959,36.2,1,2,0,292.0,51.545,False,True,False,False,False,13.815511557963774
