ID,Name,Age,OVA,Nationality,Club,BP,foot,Attacking,Heading Accuracy,Short Passing,Skill,Movement,Acceleration,Shot Power,Jumping,Stamina,Strength,Height_cm,Weight_kg,Contract_Years,total_injuries,total_days_missed,total_games_missed,avg_days_per_injury,injury_risk_score,latest_market_val,latest_season,avg_sentiment,sentiment_label,sentiment_count
210377,João Teixeira,27,75,Portugal,Feyenoord,CAM,Right,303,46,76,344,363,72,75,50.0,64,60,177.8,68.9,2.0,7,379,54,54.1,54.1,325000.0,2018.0,0.0,neutral,1.0
166074,Bebé,29,72,Portugal,Rayo Vallecano,LM,Right,335,57,69,350,365,77,88,71.0,77,91,190.5,83.0,3.0,3,601,92,200.3,200.3,800000.0,2018.0,0.718,positive,1.0
212261,Brandon Thomas,25,69,Spain,CA Osasuna,CAM,Right,314,58,59,316,395,78,72,73.0,79,62,172.7,71.2,3.0,5,359,38,71.8,71.8,600000.0,2021.0,-0.567,negative,1.0
235623,Álvaro Jiménez,25,71,Spain,Albacete BP,RM,Right,321,48,67,324,375,79,75,54.0,80,60,175.3,71.2,2.0,2,66,10,33.0,33.0,600000.0,2021.0,0.681,positive,1.0
255472,Pedrinho,22,75,Brazil,SL Benfica,CAM,Left,332,60,74,368,410,86,74,58.0,71,57,172.7,64.9,5.0,11,300,47,27.3,27.3,2000000.0,2020.0,0.421,positive,1.0
251892,Beto,22,63,Portugal,Portimonense SC,ST,Right,283,64,52,251,241,55,70,58.0,57,85,193.0,88.0,4.0,16,488,136,30.5,30.5,1500000.0,2020.0,0.44,positive,1.0
255528,Camilo,21,61,Brazil,Olympique Lyonnais,CAM,Right,265,53,69,291,325,68,63,58.0,53,67,177.8,72.1,4.0,2,39,9,19.5,19.5,2000000.0,2020.0,0.917,positive,1.0
251934,Luiz Henrique,23,66,Brazil,Moreirense FC,RM,Right,267,47,64,310,360,72,71,51.0,68,46,170.2,64.0,5.0,3,76,20,25.3,25.3,250000.0,2021.0,0.691,positive,1.0
146111,Mikel Rico,35,73,Spain,SD Huesca,CDM,Right,312,58,73,324,297,46,80,79.0,78,78,177.8,74.8,2.0,13,416,60,32.0,32.0,300000.0,2019.0,0.525,positive,1.0
179844,Diego Costa,31,80,Spain,Atlético Madrid,ST,Right,375,83,65,330,336,71,82,69.0,73,92,188.0,83.0,3.0,16,571,105,35.7,35.7,6000000.0,2020.0,0.0,neutral,1.0
179591,Pablo Hernández,35,75,Spain,Leeds United,CAM,Right,348,58,75,387,367,70,74,60.0,77,53,172.7,66.2,5.0,9,311,55,34.6,34.6,800000.0,2021.0,0.296,positive,1.0
178005,Rui Patrício,32,84,Portugal,Wolverhampton Wanderers,GK,Left,85,11,34,103,304,53,58,79.0,45,77,190.5,83.9,4.0,6,81,25,13.5,13.5,10000000.0,2021.0,0.71,positive,1.0
206654,Pablo Marí,26,75,Spain,Arsenal,CB,Left,249,82,69,221,265,54,53,75.0,72,86,193.0,87.1,4.0,10,416,67,41.6,41.6,5000000.0,2020.0,-0.296,negative,1.0
212623,Santi Mina,24,76,Spain,RC Celta,ST,Right,368,76,71,342,376,74,77,73.0,74,71,180.3,77.1,5.0,7,150,19,21.4,21.4,15000000.0,2019.0,0.802,positive,1.0
212602,Diego Llorente,26,76,Spain,Leeds United,CB,Right,277,77,75,273,347,69,45,82.0,69,76,185.4,76.2,4.0,15,444,82,29.6,29.6,25000.0,2021.0,0.0,neutral,1.0
255268,Javi Martínez,20,61,Spain,CA Osasuna,ST,Right,264,58,55,260,331,69,62,69.0,68,59,180.3,73.9,5.0,15,293,43,19.5,19.5,1500000.0,2020.0,0.599,positive,1.0
232440,Caio Henrique,22,68,Brazil,AS Monaco,CM,Left,291,60,78,346,348,75,60,52.0,79,33,177.8,69.9,5.0,4,270,33,67.5,67.5,16000000.0,2020.0,0.361,positive,1.0
212442,José Sá,27,78,Portugal,Olympiacos CFP,GK,Right,94,14,30,90,268,42,48,70.0,34,72,193.0,84.8,4.0,5,170,14,34.0,34.0,7500000.0,2021.0,0.727,positive,1.0
235875,Pol Lirola,22,71,Spain,Fiorentina,RM,Right,310,64,72,319,366,78,58,66.0,72,64,182.9,74.8,4.0,10,230,28,23.0,23.0,9000000.0,2021.0,0.861,positive,1.0
240915,Miranda,20,70,Spain,FC Barcelona,LB,Left,264,64,68,283,314,65,49,67.0,67,61,185.4,78.9,3.0,15,292,51,19.5,19.5,1200000.0,2020.0,0.347,positive,1.0
192270,Johnathan,30,77,Brazil,Tianjin TEDA FC,ST,Right,356,80,68,337,386,81,80,84.0,88,80,182.9,74.8,5.0,4,369,40,92.2,92.2,550000.0,2010.0,0.827,positive,1.0
241686,Manu Vallejo,23,74,Spain,Valencia CF,ST,Right,349,69,71,350,389,77,78,67.0,70,65,167.6,72.1,5.0,2,101,17,50.5,50.5,6000000.0,2019.0,0.0,neutral,1.0
228635,Borja Mayoral,23,76,Spain,Real Madrid,ST,Right,362,75,79,335,351,65,78,77.0,71,74,182.9,73.9,6.0,3,203,16,67.7,67.7,14000000.0,2020.0,0.0,neutral,1.0
241923,Vagner,24,69,Cape Verde,FC Metz,CAM,Right,307,49,63,322,420,92,69,59.0,69,52,170.2,67.1,4.0,1,81,2,81.0,81.0,3500000.0,2021.0,0.637,positive,1.0
188554,Dani Pacheco,29,70,Spain,Málaga CF,LM,Right,317,47,71,369,389,72,65,75.0,68,61,170.2,69.9,3.0,6,234,32,39.0,39.0,200000.0,2018.0,0.0,neutral,1.0
198635,Wellington Silva,22,74,Brazil,Bolton Wanderers,RW,Right,313,52,72,379,434,92,68,76.0,56,45,170.2,68.0,4.0,2,135,31,67.5,67.5,850000.0,2016.0,0.586,positive,1.0
198511,Mika,28,68,Portugal,Os Belenenses,GK,Left,75,10,29,94,196,37,50,54.0,39,74,195.6,89.8,5.0,1,43,7,43.0,43.0,300000.0,2019.0,0.0,neutral,1.0
198329,Rodrigo,29,82,Spain,Leeds United,ST,Left,395,80,81,371,417,90,82,77.0,75,69,182.9,77.1,4.0,15,427,67,28.5,28.5,18000000.0,2020.0,0.0,neutral,1.0
136138,Diego,30,79,Brazil,Fenerbahçe SK,CAM,Right,363,53,83,419,385,75,74,75.0,65,61,172.7,73.0,3.0,18,709,141,39.4,39.4,1300000.0,2014.0,0.0,neutral,1.0
135475,Felipe Melo,33,78,Brazil,Inter,CB,Right,351,81,78,335,339,69,84,84.0,72,82,182.9,79.8,2.0,10,243,52,24.3,24.3,600000.0,2017.0,0.402,positive,1.0
197891,Juanmi,27,75,Spain,Real Betis,CF,Right,366,72,74,326,376,74,71,72.0,67,46,172.7,68.9,5.0,3,420,61,140.0,140.0,3000000.0,2019.0,0.0,neutral,1.0
222729,Gustavo,26,68,Brazil,Jeonbuk Hyundai Motors,ST,Right,311,76,51,235,294,63,71,67.0,59,74,188.0,76.2,5.0,7,242,23,34.6,34.6,500000.0,2018.0,0.0,neutral,1.0
189423,Souza,31,76,Brazil,Beşiktaş JK,CDM,Right,310,75,74,341,341,67,76,65.0,90,83,188.0,77.1,1.0,18,485,78,26.9,26.9,6500000.0,2012.0,0.34,positive,1.0
223876,Hugo Seco,32,66,Portugal,Farense,LW,Right,286,45,61,303,354,79,66,39.0,68,63,175.3,68.9,1.0,2,34,4,17.0,17.0,200000.0,2018.0,0.026,neutral,1.0
243576,Pedro Porro,20,73,Spain,Sporting CP,RB,Right,319,61,69,317,365,75,68,59.0,78,50,175.3,71.2,4.0,12,251,47,20.9,20.9,20000000.0,2020.0,0.0,neutral,1.0
243591,Fernando Andrade,27,70,Brazil,FC Porto,ST,Right,340,67,70,307,330,69,75,70.0,70,75,180.3,78.0,4.0,6,312,43,52.0,52.0,1600000.0,2021.0,-0.052,negative,1.0
194334,Daniel Ayala,29,71,Spain,Blackburn Rovers,CB,Right,237,74,58,251,307,63,47,75.0,74,77,190.5,83.9,3.0,6,463,56,77.2,77.2,1800000.0,2013.0,0.34,positive,1.0
224293,Rúben Neves,23,82,Portugal,Wolverhampton Wanderers,CM,Right,365,53,86,414,337,63,86,67.0,78,67,180.3,79.8,6.0,5,164,25,32.8,32.8,42000000.0,2017.0,0.318,positive,1.0
194020,Pelé,28,72,Guinea Bissau,Rio Ave FC,CDM,Right,299,64,68,331,341,66,73,71.0,79,80,182.9,78.0,4.0,5,404,20,80.8,80.8,1500000.0,2021.0,0.0,neutral,1.0
193869,Gil,31,77,Brazil,Shandong Luneng TaiShan FC,CB,Right,244,80,66,251,255,55,69,66.0,82,89,188.0,96.2,5.0,1,44,1,44.0,44.0,2700000.0,2012.0,0.737,positive,1.0
224411,Gonçalo Guedes,23,81,Portugal,Valencia CF,LM,Right,362,60,77,378,412,85,84,63.0,73,68,177.8,68.0,6.0,8,277,54,34.6,34.6,25000000.0,2018.0,0.361,positive,1.0
226161,Marcos Llorente,25,82,Spain,Atlético Madrid,CM,Right,360,67,84,378,395,79,75,66.0,86,81,182.9,73.9,5.0,10,406,70,40.6,40.6,80000000.0,2019.0,0.44,positive,1.0
225926,Pere Milla,27,72,Spain,Elche CF,LW,Left,341,64,72,334,368,79,76,51.0,73,65,182.9,72.1,3.0,2,32,6,16.0,16.0,1800000.0,2019.0,0.819,positive,1.0
244393,Gonzalo Villar,22,68,Spain,Roma,CAM,Right,279,45,75,341,339,65,63,56.0,75,59,180.3,73.9,4.0,4,125,21,31.2,31.2,14000000.0,2019.0,0.511,positive,1.0
225402,Bruno Gaspar,27,73,Angola,Sporting CP,RB,Right,309,60,68,324,388,78,68,78.0,74,61,180.3,68.9,5.0,8,318,49,39.8,39.8,800000.0,2021.0,0.0,neutral,1.0
192634,Marc Mateu,30,69,Spain,C.D. Castellón,CM,Left,328,56,71,351,342,64,74,54.0,75,70,180.3,71.2,2.0,1,63,4,63.0,63.0,800000.0,2012.0,-0.542,negative,1.0
192629,Iago Aspas,32,84,Spain,RC Celta,ST,Left,408,77,79,400,410,78,79,66.0,69,60,175.3,67.1,8.0,9,267,43,29.7,29.7,9000000.0,2015.0,-0.129,negative,1.0
241721,Rafael Leão,21,74,Portugal,Milan,RM,Right,328,58,67,343,379,88,77,62.0,65,76,188.0,81.2,5.0,10,321,69,32.1,32.1,25000000.0,2019.0,0.882,positive,1.0
234119,Lucas Fernandes,22,72,Brazil,Portimonense SC,CAM,Right,320,44,73,371,371,75,75,57.0,74,56,175.3,67.1,4.0,11,691,105,62.8,62.8,2000000.0,2020.0,0.202,positive,1.0
241184,Junior Firpo,23,79,Spain,FC Barcelona,LB,Left,349,74,74,327,369,83,68,77.0,79,74,182.9,78.0,5.0,12,414,67,34.5,34.5,12000000.0,2021.0,0.0,neutral,1.0
140384,Jô,32,74,Brazil,Nagoya Grampus,ST,Left,353,77,67,328,316,57,78,69.0,69,89,193.0,91.2,4.0,8,624,54,78.0,78.0,25000.0,2012.0,0.646,positive,1.0
139068,Nani,33,80,Portugal,Orlando City SC,LW,Right,367,62,80,415,385,78,85,35.0,66,65,177.8,69.9,2.0,16,622,78,38.9,38.9,2000000.0,2018.0,0.19,positive,1.0
229037,Borja Valle,27,70,Spain,Dinamo Bucureşti,LM,Right,330,55,68,328,349,72,77,77.0,75,68,177.8,72.1,2.0,1,42,6,42.0,42.0,800000.0,2017.0,0.273,positive,1.0
199739,Josué,27,76,Portugal,Akhisar Belediyespor,CAM,Left,343,57,75,380,365,66,82,52.0,71,61,175.3,74.8,2.0,8,121,23,15.1,15.1,1000000.0,2017.0,0.55,positive,1.0
221014,Carlos Fernández,24,76,Spain,Sevilla FC,ST,Left,347,76,73,298,337,66,79,73.0,65,73,185.4,72.1,9.0,14,1098,174,78.4,78.4,9000000.0,2020.0,-0.104,negative,1.0
199493,Diego Mariño,30,74,Spain,Real Sporting de Gijón,GK,Right,112,20,36,98,287,48,52,76.0,35,67,188.0,76.2,7.0,3,75,11,25.0,25.0,800000.0,2016.0,0.625,positive,1.0
257188,Erik,19,64,Brazil,Al Ain FC,LM,Left,249,41,57,326,387,89,59,50.0,64,46,172.7,71.2,3.0,3,276,28,92.0,92.0,1850000.0,2020.0,0.511,positive,1.0
247182,Tuta,20,66,Brazil,Eintracht Frankfurt,CB,Right,256,63,61,259,316,59,59,69.0,60,73,185.4,81.2,4.0,7,123,9,17.6,17.6,6000000.0,2020.0,0.578,positive,1.0
258698,Afonso Sousa,20,64,Portugal,Os Belenenses,RM,Right,257,47,66,298,327,66,67,46.0,61,47,175.3,64.9,4.0,3,32,6,10.7,10.7,2500000.0,2020.0,0.0,neutral,0.0
259054,Tiago Morais,16,61,Portugal,Boavista FC,ST,Right,295,58,59,269,358,75,65,61.0,56,46,175.3,59.9,4.0,2,44,8,22.0,22.0,250000.0,2020.0,0.0,neutral,0.0
254308,Dani Martín,23,63,Spain,UD Las Palmas,LB,Left,254,55,57,250,365,81,61,68.0,65,36,175.3,64.9,5.0,4,275,42,68.8,68.8,1200000.0,2020.0,0.0,neutral,0.0
226208,Nacho Monsalve,22,66,Spain,Deportivo de La Coruña,CB,Right,218,59,55,217,271,53,37,82.0,60,64,177.8,73.9,4.0,6,300,44,50.0,50.0,300000.0,2019.0,0.0,neutral,0.0
226215,Sabin Merino,28,70,Spain,CD Leganés,ST,Right,347,80,63,339,319,66,64,61.0,43,67,188.0,78.0,1.0,7,204,31,29.1,29.1,1500000.0,2019.0,0.0,neutral,0.0
226221,Aritz Elustondo,26,76,Spain,Real Sociedad,CB,Right,279,78,73,260,327,62,39,70.0,70,74,180.3,71.2,10.0,15,367,53,24.5,24.5,18000000.0,2015.0,0.0,neutral,0.0
226370,André Horta,23,75,Portugal,SC Braga,CAM,Right,332,50,78,355,385,69,75,67.0,74,63,175.3,62.1,5.0,9,215,40,23.9,23.9,4000000.0,2019.0,0.0,neutral,0.0
257703,Pedro Henrique,23,66,Brazil,Farense,ST,Right,293,74,58,234,273,55,67,58.0,61,78,190.5,79.8,3.0,30,1267,160,42.2,42.2,1500000.0,2020.0,0.0,neutral,0.0
232787,Mateus,25,68,Brazil,Nagoya Grampus,LM,Left,293,41,66,336,377,85,73,84.0,72,62,167.6,68.9,2.0,2,30,4,15.0,15.0,1850000.0,2020.0,0.0,neutral,0.0
229683,Rodrigo Pinho,29,69,Brazil,Clube Sport Marítimo,ST,Left,312,66,63,317,319,64,76,70.0,61,70,185.4,77.1,4.0,15,533,87,35.5,35.5,2500000.0,2021.0,0.0,neutral,0.0
226515,Andrei Girotto,28,76,Brazil,FC Nantes,CB,Right,325,74,77,312,308,61,77,73.0,71,69,185.4,78.9,7.0,1,61,5,61.0,61.0,3500000.0,2017.0,0.0,neutral,0.0
254896,Adriano Castanheira,27,66,Portugal,FC Paços de Ferreira,RW,Left,291,47,66,316,371,75,70,58.0,59,56,177.8,66.2,2.0,1,29,4,29.0,29.0,400000.0,2021.0,0.0,neutral,0.0
229788,Rubén Alcaraz,29,78,Spain,Real Valladolid CF,CDM,Right,360,74,80,398,330,61,85,78.0,83,77,182.9,81.2,5.0,6,181,11,30.2,30.2,4000000.0,2018.0,0.0,neutral,0.0
258534,Diego Conde,21,63,Spain,CD Leganés,GK,Right,74,14,21,100,241,44,46,62.0,31,60,188.0,82.1,4.0,1,43,5,43.0,43.0,300000.0,2021.0,0.0,neutral,0.0
258602,Jon Morcillo,21,69,Spain,Athletic Club de Bilbao,LM,Left,323,63,70,336,369,79,76,67.0,64,63,182.9,72.1,7.0,3,139,19,46.3,46.3,5000000.0,2020.0,0.0,neutral,0.0
233231,Jon Bautista,24,70,Spain,Real Sociedad,ST,Right,322,65,69,315,347,72,71,66.0,69,65,180.3,72.1,9.0,5,125,14,25.0,25.0,1200000.0,2021.0,0.0,neutral,0.0
226601,Vitor Hugo,27,76,Brazil,Fiorentina,CB,Left,214,82,41,192,298,66,49,79.0,54,78,188.0,79.8,4.0,11,189,27,17.2,17.2,1500000.0,2020.0,0.0,neutral,0.0
254824,Pedro Mendes,20,71,Portugal,UD Almería,ST,Right,329,70,64,308,348,68,77,74.0,65,79,188.0,83.9,4.0,19,1123,158,59.1,59.1,1500000.0,2020.0,0.0,neutral,0.0
226637,Rubén Duarte,24,77,Spain,Deportivo Alavés,LB,Left,290,75,77,324,339,69,51,60.0,69,70,180.3,74.8,6.0,8,152,14,19.0,19.0,4000000.0,2017.0,0.0,neutral,0.0
229147,João Vigário,24,68,Portugal,CD Nacional,CAM,Left,303,58,68,297,343,69,70,67.0,64,66,180.3,73.9,3.0,8,668,83,83.5,83.5,400000.0,2021.0,0.0,neutral,0.0
229038,Christian Rivera,22,66,Spain,UD Las Palmas,CDM,Right,275,60,68,297,297,52,59,70.0,74,71,190.5,87.1,4.0,6,131,19,21.8,21.8,500000.0,2019.0,0.0,neutral,0.0
254785,Álex Cruz,20,60,Spain,CD Tenerife,RB,Right,269,56,70,285,371,78,65,64.0,61,41,165.1,64.9,3.0,1,67,9,67.0,67.0,800000.0,2020.0,0.0,neutral,0.0
230665,Gustavo Sauer,27,74,Brazil,Boavista FC,LM,Left,318,48,72,366,354,69,73,64.0,82,66,180.3,77.1,2.0,1,70,2,70.0,70.0,700000.0,2018.0,0.0,neutral,0.0
229183,Matheus Cassini,22,61,Brazil,Amiens SC,LW,Left,292,58,62,289,343,68,64,59.0,53,47,170.2,72.1,2.0,1,70,8,70.0,70.0,300000.0,2016.0,0.0,neutral,0.0
226865,Bruno Santos,26,69,Brazil,FC Paços de Ferreira,RB,Right,242,60,60,238,341,74,34,71.0,76,71,182.9,78.9,5.0,4,117,16,29.2,29.2,700000.0,2020.0,0.0,neutral,0.0
257073,Tiago Tomás,18,66,Portugal,Sporting CP,ST,Right,292,63,58,240,336,73,70,63.0,54,71,180.3,73.0,6.0,10,134,23,13.4,13.4,6000000.0,2020.0,0.0,neutral,0.0
225507,Pol Llonch,27,74,Spain,Willem II,CDM,Right,263,44,68,296,389,78,65,80.0,87,65,170.2,69.9,6.0,5,99,14,19.8,19.8,1400000.0,2018.0,0.0,neutral,0.0
234112,Dodô,21,72,Brazil,Shakhtar Donetsk,RWB,Right,300,55,68,301,414,85,60,80.0,75,67,165.1,71.2,7.0,13,770,121,59.2,59.2,2900000.0,2020.0,0.0,neutral,0.0
234033,Borja Lasso,26,70,Spain,CD Tenerife,CAM,Right,322,60,71,340,319,69,74,58.0,64,67,177.8,69.9,2.0,3,1996,78,665.3,665.3,400000.0,2018.0,0.0,neutral,0.0
225529,Nathan,25,66,Brazil,FC Zürich,CB,Right,245,65,59,249,340,75,64,87.0,64,71,188.0,78.0,3.0,3,122,11,40.7,40.7,1500000.0,2020.0,0.0,neutral,0.0
253378,Tomás Ribeiro,21,69,Portugal,Os Belenenses,CB,Left,210,68,60,203,315,61,66,77.0,73,72,185.4,77.1,4.0,6,540,48,90.0,90.0,1500000.0,2019.0,0.0,neutral,0.0
225563,João Pedro,21,71,Brazil,FC Porto,RWB,Right,282,56,68,323,367,78,39,66.0,67,62,177.8,73.0,5.0,24,1019,149,42.5,42.5,2900000.0,2020.0,0.0,neutral,0.0
225567,Eneko Capilla,24,67,Spain,Real Sociedad,CAM,Left,271,41,70,330,316,66,49,42.0,36,37,167.6,59.9,8.0,2,187,17,93.5,93.5,350000.0,2019.0,0.0,neutral,0.0
225696,Murilo,25,74,Brazil,RCD Mallorca,LM,Left,327,58,66,351,409,91,76,66.0,77,71,175.3,74.8,4.0,18,882,92,49.0,49.0,200000.0,2021.0,0.0,neutral,0.0
229453,Gil Dias,23,71,Portugal,AS Monaco,CAM,Left,317,57,71,332,363,73,72,53.0,72,63,182.9,78.0,7.0,5,90,18,18.0,18.0,3000000.0,2021.0,0.0,neutral,0.0
225699,Anuar,25,75,Morocco,Real Valladolid CF,CDM,Right,324,70,76,318,384,76,67,75.0,88,63,172.7,68.9,10.0,4,375,47,93.8,93.8,1200000.0,2020.0,0.0,neutral,0.0
233926,Léo Duarte,23,71,Brazil,Milan,CB,Right,201,66,45,189,305,55,54,87.0,65,71,182.9,76.2,5.0,15,204,36,13.6,13.6,1900000.0,2020.0,0.0,neutral,0.0
233614,Messias,24,68,Brazil,Rio Ave FC,CB,Right,211,71,47,170,245,48,54,60.0,61,84,193.0,88.0,8.0,3,110,11,36.7,36.7,525000.0,2020.0,0.0,neutral,0.0
229473,Costinha,27,68,Portugal,Santa Clara,RW,Right,320,65,69,348,397,85,72,70.0,66,39,170.2,66.2,3.0,2,543,65,271.5,271.5,400000.0,2020.0,0.0,neutral,0.0
253416,Raúl García,19,64,Spain,Real Betis,ST,Right,271,64,55,250,295,69,67,58.0,46,67,190.5,68.9,3.0,11,393,54,35.7,35.7,1500000.0,2020.0,0.0,neutral,0.0
253735,Antoñín,20,68,Spain,Granada CF,ST,Right,322,65,66,275,354,77,67,60.0,60,58,182.9,71.2,4.0,1,8,1,8.0,8.0,1000000.0,2021.0,0.0,neutral,0.0
225945,Thiago Maia,22,74,Brazil,LOSC Lille,CDM,Left,300,63,77,322,332,69,72,72.0,72,74,177.8,78.9,5.0,12,405,89,33.8,33.8,3000000.0,2019.0,0.0,neutral,0.0
226087,Víctor García,26,64,Spain,C.D. Castellón,LB,Left,288,60,63,270,303,62,58,41.0,55,49,180.3,74.8,2.0,5,476,50,95.2,95.2,400000.0,2020.0,0.0,neutral,0.0
254225,Anderson Oliveira,21,63,Brazil,Portimonense SC,RM,Right,268,38,53,269,355,74,65,47.0,50,34,170.2,64.0,4.0,1,66,8,66.0,66.0,1000000.0,2020.0,0.0,neutral,0.0
226096,Rômulo,24,64,Brazil,Busan IPark,CAM,Left,277,51,74,307,350,63,65,64.0,71,49,172.7,73.9,8.0,7,615,102,87.9,87.9,2000000.0,2020.0,0.0,neutral,0.0
233299,Felipe Vizeu,21,75,Brazil,Udinese,ST,Left,332,78,60,294,353,70,78,66.0,66,79,182.9,82.1,5.0,2,94,18,47.0,47.0,1200000.0,2021.0,0.0,neutral,0.0
226157,Javi Muñoz,25,68,Spain,CD Mirandés,CAM,Right,278,46,70,332,339,68,66,57.0,71,63,175.3,74.8,4.0,1,19,3,19.0,19.0,700000.0,2021.0,0.0,neutral,0.0
229667,Josan,30,70,Spain,Elche CF,RM,Right,303,46,67,317,393,85,68,75.0,67,44,175.3,68.0,4.0,2,82,13,41.0,41.0,1000000.0,2015.0,0.0,neutral,0.0
226706,Felipe Pires,25,69,Brazil,Moreirense FC,RM,Right,287,45,62,306,368,79,57,55.0,74,44,177.8,68.0,3.0,3,55,9,18.3,18.3,800000.0,2020.0,0.0,neutral,0.0
258359,Martín Calderón,21,60,Spain,FC Paços de Ferreira,CM,Right,250,51,68,285,292,64,71,59.0,57,61,182.9,77.1,4.0,1,215,23,215.0,215.0,300000.0,2021.0,0.0,neutral,0.0
227055,Gelson Martins,25,80,Portugal,AS Monaco,RM,Right,345,51,75,365,449,94,77,65.0,86,48,172.7,73.9,5.0,15,250,44,16.7,16.7,18000000.0,2019.0,0.0,neutral,0.0
256449,Christian Marques,17,58,Switzerland,Wolverhampton Wanderers,CB,Right,219,51,54,229,256,53,41,68.0,65,64,188.0,74.8,3.0,1,19,1,19.0,19.0,100000.0,2021.0,0.0,neutral,0.0
256404,Jorge Silva,21,64,Portugal,Lazio,CB,Right,219,65,56,216,287,55,55,75.0,55,54,182.9,74.8,5.0,4,610,65,152.5,152.5,100000.0,2020.0,0.0,neutral,0.0
258130,Jhonata Robert,20,63,Brazil,Famalicão,RM,Right,277,41,59,277,341,73,58,40.0,55,56,177.8,71.2,2.0,3,745,134,248.3,248.3,500000.0,2021.0,0.0,neutral,0.0
229952,Rômulo,20,68,Brazil,Avaí FC,CAM,Right,318,61,68,316,356,76,62,61.0,64,56,175.3,74.8,5.0,7,615,102,87.9,87.9,2000000.0,2020.0,0.0,neutral,0.0
230086,Luis Henrique,22,65,Brazil,Vejle Boldklub,ST,Left,305,70,62,254,311,63,67,69.0,65,73,182.9,81.2,2.0,4,106,14,26.5,26.5,1500000.0,2020.0,0.0,neutral,0.0
231395,Zé Gomes,20,65,Portugal,Lechia Gdańsk,ST,Right,265,68,49,277,366,75,66,72.0,64,59,177.8,69.9,4.0,1,71,15,71.0,71.0,200000.0,2019.0,0.0,neutral,0.0
231391,João Carvalho,23,71,Portugal,UD Almería,CAM,Right,316,38,73,366,379,72,72,51.0,54,37,172.7,66.2,4.0,1,25,3,25.0,25.0,3000000.0,2018.0,0.0,neutral,0.0
231390,Diogo Gonçalves,23,75,Portugal,SL Benfica,CAM,Right,333,60,69,355,400,79,77,70.0,72,65,177.8,71.2,5.0,10,170,19,17.0,17.0,8000000.0,2020.0,0.0,neutral,0.0
230625,Matheus Reis,25,76,Brazil,Rio Ave FC,LB,Left,306,64,73,317,346,73,59,74.0,84,78,182.9,77.1,3.0,4,61,11,15.2,15.2,2500000.0,2021.0,0.0,neutral,0.0
231280,Iván Alejo,25,74,Spain,Cádiz CF,CAM,Right,328,47,75,362,349,73,70,68.0,61,63,182.9,76.2,5.0,4,157,25,39.2,39.2,1200000.0,2020.0,0.0,neutral,0.0
231150,Jamiro Monteiro,26,73,Cape Verde,Philadelphia Union,CM,Right,290,51,77,359,373,75,63,52.0,86,70,175.3,72.1,2.0,2,45,7,22.5,22.5,3000000.0,2019.0,0.0,neutral,0.0
230654,Júnior Tavares,23,69,Brazil,Portimonense SC,LWB,Left,277,54,66,300,359,75,69,72.0,71,57,177.8,73.0,1.0,2,372,32,186.0,186.0,800000.0,2020.0,0.0,neutral,0.0
230869,Unai Simón,23,80,Spain,Athletic Club de Bilbao,GK,Right,94,18,29,83,243,46,51,60.0,45,76,190.5,88.9,10.0,5,227,36,45.4,45.4,20000000.0,2018.0,0.0,neutral,0.0
227106,Diego González,25,69,Spain,Málaga CF,CB,Left,262,69,64,278,308,66,42,74.0,70,77,185.4,83.0,4.0,5,136,16,27.2,27.2,1000000.0,2020.0,0.0,neutral,0.0
228600,Javi Jiménez,24,67,Spain,CD Mirandés,LB,Left,243,57,62,303,392,85,30,61.0,66,70,172.7,69.9,1.0,6,1149,50,191.5,191.5,200000.0,2021.0,0.0,neutral,0.0
256903,Gonçalo Ramos,19,66,Portugal,SL Benfica,ST,Right,295,58,61,284,375,79,67,59.0,66,59,182.9,77.1,5.0,5,131,28,26.2,26.2,8000000.0,2020.0,0.0,neutral,0.0
228941,André Silva,24,79,Portugal,Eintracht Frankfurt,ST,Right,367,78,69,321,372,75,79,84.0,76,73,182.9,78.0,3.0,17,516,61,30.4,30.4,40000000.0,2021.0,0.0,neutral,0.0
228707,Diego Alende,22,66,Spain,CD Lugo,CB,Right,201,68,62,188,244,44,31,78.0,60,73,180.3,76.2,4.0,1,47,7,47.0,47.0,600000.0,2020.0,0.0,neutral,0.0
258271,Miguel Baeza,20,63,Spain,RC Celta,CAM,Left,263,36,72,302,305,59,51,62.0,54,48,177.8,67.1,5.0,2,541,64,270.5,270.5,2500000.0,2020.0,0.0,neutral,0.0
258139,Raúl Moro,17,60,Spain,Lazio,CAM,Right,240,31,57,271,343,71,53,44.0,47,30,167.6,59.9,2.0,3,94,16,31.3,31.3,3000000.0,2021.0,0.0,neutral,0.0
228782,João Gamboa,21,69,Portugal,Clube Sport Marítimo,CDM,Right,280,59,71,304,314,63,68,63.0,64,75,188.0,79.8,4.0,2,17,1,8.5,8.5,650000.0,2020.0,0.0,neutral,0.0
228813,Aleix García,23,73,Spain,Manchester City,CAM,Right,315,51,79,365,356,68,72,61.0,67,50,172.7,68.0,6.0,1,15,2,15.0,15.0,1800000.0,2020.0,0.0,neutral,0.0
230740,Leandrinho,18,65,Brazil,Napoli,CAM,Right,246,56,49,262,395,82,57,63.0,66,39,175.3,66.2,4.0,11,396,59,36.0,36.0,2000000.0,2020.0,0.0,neutral,0.0
